time(s),boardID,aX,aY,aZ,gX,gY,gZ
4.91,1,-0.86,0.01,0.36,-7.44,-52.47,14.82
4.98,1,-0.79,0.04,0.40,-11.61,-10.76,1.54
5.05,1,-0.81,0.08,0.52,-14.66,1.86,-0.20
5.13,1,-0.77,0.08,0.49,-20.87,25.28,-9.83
5.2,1,-1.16,-0.05,0.49,-25.41,-24.53,7.53
5.28,1,-1.15,0.01,0.56,-6.50,-237.97,94.95
5.35,1,-0.60,0.18,0.54,2.44,-250.14,93.83
5.43,1,-0.27,0.20,0.96,-9.23,-91.68,28.17
5.5,1,-0.39,0.27,1.02,-10.59,-17.72,-2.66
5.57,1,-0.30,0.29,0.98,-9.27,22.17,-9.72
5.65,1,-0.29,0.31,1.03,-23.03,51.13,-13.09
5.72,1,-0.34,0.25,0.98,-16.90,75.00,-29.74
5.8,1,-0.52,0.26,0.90,-13.24,77.49,-37.83
5.87,1,-0.66,0.15,0.75,-14.18,89.01,-41.91
5.95,1,-0.83,0.11,0.72,-17.47,73.38,-32.65
6.02,1,-0.91,0.09,0.55,-18.81,58.10,-18.44
6.09,1,-1.00,0.06,0.58,-12.98,23.00,-12.29
6.17,1,-0.89,0.05,0.50,-19.00,-0.13,1.88
6.24,1,-0.78,0.14,0.61,-16.04,-5.98,5.19
6.32,1,-0.76,0.09,0.68,-10.87,-17.15,1.79
6.39,1,-0.79,0.15,0.57,-13.74,1.49,-3.98
6.47,1,-0.84,0.11,0.55,-11.94,10.60,-8.68
6.54,1,-0.84,0.11,0.62,-16.76,11.92,-5.37
6.61,1,-0.84,0.10,0.54,-15.75,5.54,-1.31
6.69,1,-0.87,0.09,0.56,-14.51,0.63,-0.52
6.76,1,-0.91,0.10,0.56,-16.21,-16.41,6.10
6.84,1,-0.88,0.08,0.54,-11.56,-41.26,17.70
6.91,1,-0.86,0.11,0.61,-10.33,-70.73,26.54
6.99,1,-0.71,0.18,0.68,-4.54,-87.89,25.46
7.06,1,-0.53,0.21,0.94,-11.33,-55.21,12.42
7.13,1,-0.35,0.50,0.74,-42.53,61.52,-15.91
7.21,1,-1.36,0.26,1.03,-53.05,113.38,-24.91
7.28,1,-0.55,-0.09,0.64,9.02,-2.73,26.18
7.36,1,-0.81,0.11,0.85,-10.08,-117.07,55.11
7.43,1,-0.69,0.21,0.78,-14.56,-29.35,9.19
7.51,1,-0.52,0.19,0.76,-6.44,-17.76,-12.19
7.58,1,-0.57,0.39,0.84,-1.70,-29.80,-1.89
7.65,1,-0.29,0.24,0.85,-26.56,26.76,3.03
7.73,1,-0.38,0.29,1.02,-19.20,52.68,-29.15
7.8,1,-0.51,0.15,0.80,-2.95,86.47,-56.42
7.88,1,-0.84,0.22,0.71,-6.85,85.86,-42.29
7.95,1,-0.87,0.19,0.48,-35.63,59.99,-14.37
8.02,1,-0.98,0.12,0.56,-31.63,25.74,4.85
8.1,1,-0.89,0.14,0.53,-19.47,-16.56,10.15
8.17,1,-0.80,0.09,0.59,-11.84,-28.50,1.44
8.25,1,-0.72,0.13,0.65,-5.25,-7.24,-3.01
8.32,1,-0.74,0.19,0.63,-7.94,8.67,-9.73
8.4,1,-0.82,0.10,0.54,-15.37,18.11,-13.78
8.47,1,-1.01,0.09,0.52,-17.95,-11.01,5.75
8.55,1,-0.82,0.06,0.59,-16.76,-24.23,14.44
8.62,1,-0.73,0.16,0.65,-11.89,-21.02,5.27
8.7,1,-0.76,0.14,0.63,-14.11,-24.25,7.82
8.77,1,-0.74,0.13,0.70,-10.91,-16.15,6.95
8.84,1,-0.79,0.19,0.69,-13.14,-20.07,6.31
8.92,1,-0.76,0.16,0.71,-15.67,-30.61,9.17
8.99,1,-0.73,0.18,0.73,-12.41,-45.41,16.90
9.06,1,-0.63,0.18,0.79,-6.80,-43.00,11.91
9.14,1,-0.53,0.28,0.85,-13.47,-20.31,4.52
9.22,1,-0.42,-0.01,1.07,-25.95,35.62,-11.87
9.29,1,-0.66,0.24,0.88,-14.88,103.63,-46.73
9.36,1,-0.83,0.06,0.77,-12.65,-83.84,45.21
9.44,1,-0.74,0.24,0.84,8.47,-192.04,73.83
9.51,1,-0.20,0.31,0.98,-16.64,-115.64,44.22
9.58,1,-0.21,0.30,1.02,-19.48,-6.18,-6.80
9.66,1,-0.22,0.26,1.07,-8.32,0.68,-5.95
9.73,1,-0.24,0.42,1.04,-16.04,8.19,-1.09
9.81,1,-0.19,0.25,1.04,-19.15,36.99,-15.03
9.88,1,-0.33,0.24,0.99,-14.88,60.76,-28.95
9.96,1,-0.41,0.31,0.90,-15.69,77.83,-36.62
10.03,1,-0.49,0.15,0.84,-15.72,67.03,-36.44
10.11,1,-0.68,0.19,0.80,-15.98,50.44,-12.50
10.18,1,-0.77,0.21,0.75,-23.58,39.11,-4.79
10.25,1,-0.81,0.16,0.76,-26.41,7.43,0.90
10.33,1,-0.64,0.09,0.77,-15.24,-13.02,6.39
10.4,1,-0.62,0.22,0.84,-5.09,-35.10,7.69
10.48,1,-0.58,0.25,0.81,-14.04,-22.33,4.95
10.55,1,-0.59,0.20,0.79,-15.52,-8.95,2.70
10.62,1,-0.60,0.21,0.87,-11.77,-2.40,-4.21
10.7,1,-0.59,0.23,0.83,-12.46,-1.35,-8.27
10.77,1,-0.59,0.22,0.83,-15.37,3.34,-2.88
10.85,1,-0.66,0.22,0.85,-20.14,1.79,7.73
10.92,1,-0.66,0.22,0.82,-15.40,-18.82,11.63
11.0,1,-0.68,0.21,0.85,-11.60,-53.73,20.53
11.07,1,-0.52,0.19,0.91,-5.00,-82.09,23.27
11.15,1,-0.29,0.32,0.96,-10.05,-64.20,11.60
11.22,1,-0.01,0.36,0.92,-12.88,12.86,-12.26
11.3,1,-0.33,0.15,0.88,-19.82,129.06,-47.48
11.37,1,-0.61,0.20,0.76,-22.54,191.23,-69.95
11.44,1,-0.82,0.11,0.61,-21.11,177.81,-70.14
11.52,1,-0.98,0.11,0.44,-14.98,152.91,-61.41
11.59,1,-1.01,-0.05,0.09,-13.34,106.29,-43.82
11.67,1,-0.98,-0.08,0.06,-12.22,51.14,-23.92
11.74,1,-1.04,-0.09,0.11,-17.05,-10.94,4.73
11.82,1,-0.92,-0.01,0.17,-19.06,-23.92,8.54
11.89,1,-0.87,-0.05,0.24,-16.93,-3.74,-0.91
11.96,1,-0.89,-0.03,0.19,-9.00,25.07,-10.83
12.04,1,-0.94,-0.08,0.10,-8.66,36.85,-16.85
12.12,1,-0.93,-0.09,0.02,-13.56,37.08,-17.35
12.19,1,-0.94,-0.11,-0.03,-25.70,35.76,-15.67
12.26,1,-0.93,-0.15,-0.08,-25.69,28.14,-13.24
12.34,1,-0.95,-0.18,-0.13,-13.00,5.66,-4.07
12.41,1,-0.94,-0.15,-0.12,-4.69,-18.58,4.91
12.49,1,-0.90,-0.12,-0.07,-12.16,-37.50,13.54
12.56,1,-0.89,-0.09,0.02,-18.06,-29.11,11.40
12.63,1,-0.92,-0.09,0.09,-12.75,-19.35,5.59
12.71,1,-0.91,-0.08,0.09,-7.11,-14.31,5.11
12.78,1,-0.92,-0.05,0.07,-9.93,-8.23,1.91
12.86,1,-0.92,-0.04,0.13,-13.98,-6.32,-2.68
12.93,1,-0.93,-0.09,0.12,-19.40,1.98,-3.16
13.0,1,-0.95,-0.07,0.09,-15.38,1.02,-3.22
13.08,1,-0.91,-0.06,0.07,-15.66,-12.67,-1.88
13.16,1,-0.95,-0.05,0.07,-15.18,-16.84,-5.45
13.23,1,-0.89,-0.13,0.17,-9.81,-23.05,2.89
13.3,1,-0.92,-0.04,0.23,-14.40,-21.62,10.79
13.38,1,-0.85,-0.04,0.24,-14.04,-6.73,16.37
13.45,1,-0.95,0.07,0.20,-16.18,9.30,-5.21
13.52,1,-0.89,-0.04,0.21,-12.96,29.15,-16.74
13.6,1,-0.92,-0.07,0.14,-20.79,49.21,-17.79
13.68,1,-0.92,-0.05,-0.04,-14.84,42.89,-18.47
13.75,1,-1.00,-0.16,-0.06,-8.81,12.00,-12.18
13.82,1,-0.98,-0.15,-0.03,-17.82,-17.89,10.23
13.9,1,-0.92,-0.08,0.05,-15.92,-31.28,13.99
13.97,1,-0.92,-0.06,0.15,-12.28,-26.92,6.52
14.04,1,-0.86,-0.06,0.21,-9.63,-4.08,0.15
14.12,1,-0.90,-0.02,0.17,-11.11,30.39,-12.93
14.2,1,-0.90,-0.07,0.05,-18.62,47.52,-24.58
14.27,1,-0.93,-0.16,-0.06,-22.66,48.60,-21.57
14.34,1,-0.95,-0.17,-0.15,-16.79,19.28,-9.54
14.42,1,-0.95,-0.17,-0.16,-12.23,-15.14,3.50
14.49,1,-0.95,-0.14,-0.08,-12.60,-39.66,16.06
14.56,1,-0.90,-0.11,0.03,-13.54,-49.50,19.67
14.64,1,-0.90,-0.09,0.10,-13.56,-41.33,14.55
14.71,1,-0.91,-0.02,0.16,-8.78,-31.71,10.31
14.79,1,-0.86,-0.02,0.24,-9.15,-23.79,5.62
14.86,1,-0.90,-0.01,0.24,-16.32,2.46,-3.34
14.94,1,-0.88,-0.03,0.21,-15.11,22.93,-12.08
15.01,1,-0.94,-0.06,0.14,-11.90,31.92,-14.76
15.09,1,-0.92,-0.05,0.08,-14.33,24.60,-12.81
15.16,1,-0.91,-0.10,0.03,-18.72,10.28,-9.11
15.23,1,-0.94,-0.13,0.08,-21.27,-4.04,-1.30
15.31,1,-0.91,-0.08,0.07,-13.88,-4.13,1.66
15.38,1,-0.91,-0.08,0.09,-6.40,4.16,2.12
15.45,1,-0.91,-0.03,0.05,-11.53,7.09,-5.45
15.53,1,-0.93,-0.11,0.04,-16.21,1.11,-4.30
15.6,1,-0.94,-0.10,0.05,-16.65,-2.82,3.31
15.68,1,-0.93,-0.06,0.03,-13.31,-11.51,0.92
15.75,1,-0.92,-0.10,0.09,-12.39,-12.38,1.47
15.83,1,-0.93,-0.07,0.11,-14.11,-8.94,4.47
15.9,1,-0.91,-0.03,0.14,-16.24,0.36,-2.18
15.98,1,-0.89,-0.07,0.15,-17.97,15.20,-8.02
16.05,1,-0.91,-0.08,0.11,-12.89,23.84,-9.98
16.13,1,-0.90,-0.10,-0.00,-9.73,29.67,-14.66
