time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.61,1,-0.73,-0.27,-0.43,-13.80,-1.17,-1.25
0.61,1,-0.74,-0.27,-0.43,-14.09,-2.42,-0.73
0.61,1,-0.74,-0.27,-0.42,-13.65,-3.34,-0.54
0.61,1,-0.74,-0.26,-0.43,-13.84,-3.06,-0.41
0.61,1,-0.74,-0.26,-0.42,-14.23,-3.85,-0.44
0.62,1,-0.75,-0.26,-0.41,-14.00,-4.38,-0.09
0.62,1,-0.75,-0.25,-0.40,-13.51,-2.60,-0.24
0.62,1,-0.75,-0.26,-0.40,-13.02,1.38,-1.36
0.62,1,-0.75,-0.26,-0.40,-13.83,3.93,-2.92
0.62,1,-0.74,-0.26,-0.42,-14.76,4.32,-3.79
0.63,1,-0.74,-0.25,-0.42,-15.47,2.73,-4.00
0.63,1,-0.72,-0.26,-0.43,-15.63,1.80,-3.79
0.63,1,-0.74,-0.27,-0.43,-14.10,1.03,-1.83
0.63,1,-0.74,-0.26,-0.43,-11.92,-0.94,-0.30
0.63,1,-0.74,-0.26,-0.43,-12.81,-1.68,-0.60
0.64,1,-0.74,-0.26,-0.43,-14.92,-1.08,-1.63
0.64,1,-0.73,-0.26,-0.42,-14.93,0.29,-2.74
0.64,1,-0.74,-0.26,-0.43,-14.92,2.92,-3.52
0.64,1,-0.73,-0.27,-0.43,-13.81,3.58,-2.98
0.64,1,-0.73,-0.27,-0.45,-13.15,1.65,-2.09
0.64,1,-0.73,-0.27,-0.44,-13.77,-2.03,-0.61
0.64,1,-0.73,-0.26,-0.43,-14.44,-3.53,-0.76
0.65,1,-0.74,-0.26,-0.42,-14.58,-2.74,-0.95
0.65,1,-0.74,-0.26,-0.43,-14.31,-0.89,-1.35
0.65,1,-0.73,-0.27,-0.43,-13.63,0.68,-1.95
0.65,1,-0.73,-0.27,-0.43,-13.73,0.37,-1.76
0.66,1,-0.73,-0.26,-0.44,-14.13,-1.43,-1.16
0.66,1,-0.74,-0.26,-0.43,-13.77,-3.70,-0.28
0.66,1,-0.74,-0.26,-0.42,-14.04,-4.32,-0.45
0.66,1,-0.74,-0.27,-0.41,-14.59,-3.92,-0.49
0.66,1,-0.75,-0.25,-0.41,-13.64,-2.29,-0.61
0.66,1,-0.75,-0.26,-0.41,-13.17,-0.80,-0.74
0.67,1,-0.74,-0.25,-0.41,-12.27,0.61,-0.82
0.67,1,-0.74,-0.26,-0.42,-13.53,0.98,-1.84
0.67,1,-0.74,-0.25,-0.42,-15.72,1.39,-3.19
0.67,1,-0.74,-0.26,-0.42,-15.24,1.64,-3.16
0.67,1,-0.74,-0.26,-0.41,-14.39,2.63,-3.32
0.68,1,-0.73,-0.26,-0.42,-13.82,3.78,-3.24
0.68,1,-0.74,-0.26,-0.43,-13.64,2.31,-2.60
0.68,1,-0.73,-0.27,-0.44,-14.68,0.47,-2.29
0.68,1,-0.73,-0.27,-0.43,-14.39,-1.22,-1.73
0.68,1,-0.73,-0.27,-0.43,-14.10,-1.66,-1.43
0.69,1,-0.74,-0.26,-0.43,-13.87,-0.83,-1.24
0.69,1,-0.73,-0.26,-0.43,-13.29,0.50,-1.48
0.69,1,-0.74,-0.26,-0.44,-13.79,1.32,-2.18
0.69,1,-0.73,-0.26,-0.44,-15.10,0.52,-2.53
0.69,1,-0.73,-0.26,-0.44,-15.16,-0.32,-2.15
0.69,1,-0.73,-0.27,-0.43,-13.43,-0.80,-1.23
0.69,1,-0.74,-0.26,-0.45,-12.88,-1.05,-0.61
0.7,1,-0.74,-0.26,-0.43,-13.44,-1.85,-1.02
0.75,1,-0.74,-0.26,-0.42,-14.64,-2.15,-1.24
0.83,1,-0.74,-0.27,-0.42,-14.21,-1.12,-1.57
0.9,1,-0.74,-0.26,-0.42,-13.36,-0.21,-1.42
0.97,1,-0.74,-0.26,-0.42,-14.05,1.09,-2.13
1.05,1,-0.74,-0.26,-0.43,-14.66,3.08,-3.32
1.12,1,-0.74,-0.25,-0.41,-14.73,6.63,-5.59
1.19,1,-0.72,-0.28,-0.43,-9.30,12.98,-10.53
1.27,1,-0.71,-0.25,-0.49,-10.39,10.47,-12.38
1.34,1,-0.75,-0.38,-0.45,-9.01,-33.26,14.36
1.42,1,-1.01,-0.20,-0.47,-7.39,-250.14,108.15
1.49,1,-1.03,-0.21,-0.21,-11.02,-214.70,86.96
1.56,1,-0.72,0.07,0.12,-17.31,-16.14,5.74
1.64,1,-0.75,-0.05,0.16,-6.91,34.51,-17.05
1.71,1,-0.96,-0.04,0.19,-17.10,78.56,-30.87
1.79,1,-0.86,-0.05,0.09,-21.01,101.66,-42.87
1.87,1,-0.95,-0.17,-0.04,-14.62,99.33,-42.09
1.94,1,-0.90,-0.18,-0.22,-14.62,72.45,-26.25
2.01,1,-0.82,-0.20,-0.45,-12.47,48.35,-20.25
2.09,1,-0.84,-0.26,-0.37,-15.78,28.31,-14.40
2.16,1,-0.80,-0.24,-0.39,-19.85,6.95,-5.39
2.24,1,-0.78,-0.26,-0.37,-19.16,2.53,-5.24
2.31,1,-0.80,-0.26,-0.36,-16.51,-4.21,-1.98
2.38,1,-0.76,-0.26,-0.38,-11.32,-2.65,0.85
2.46,1,-0.78,-0.23,-0.34,-7.30,4.78,-1.14
2.53,1,-0.78,-0.23,-0.37,-12.50,3.67,-2.68
2.61,1,-0.78,-0.25,-0.40,-15.85,-1.82,-3.15
2.68,1,-0.80,-0.23,-0.34,-17.52,-12.76,1.61
2.76,1,-0.83,-0.20,-0.31,-17.35,-50.24,23.68
2.83,1,-1.23,-0.29,-0.50,-11.66,-250.14,166.27
2.9,1,-0.70,0.12,0.58,18.24,-250.14,120.41
2.98,1,-0.39,0.21,0.74,-6.35,-157.27,47.32
3.05,1,-0.44,0.26,0.86,-9.21,-48.16,13.08
3.12,1,-0.28,0.28,1.07,-17.82,15.98,10.66
3.2,1,-0.30,0.21,0.90,-21.15,41.18,-10.56
3.28,1,-0.59,0.19,0.78,-8.86,76.18,-39.28
3.35,1,-0.88,0.17,0.72,-14.34,98.24,-42.86
3.42,1,-0.98,0.12,0.66,-13.56,-17.35,8.24
3.5,1,-0.60,0.14,0.66,-9.31,-18.89,9.13
3.57,1,-0.60,0.22,0.75,-22.48,43.68,-20.99
3.65,1,-0.66,0.08,0.59,-12.82,119.67,-51.67
3.72,1,-0.84,0.09,0.46,-25.16,152.88,-57.11
3.8,1,-0.88,0.18,0.40,-28.26,150.64,-63.14
3.87,1,-0.95,-0.12,0.11,-23.57,138.08,-56.43
3.95,1,-1.00,-0.21,-0.17,-14.15,108.75,-45.15
4.02,1,-0.88,-0.33,-0.35,-22.25,64.23,-26.17
4.09,1,-1.03,-0.25,-0.14,-0.21,38.32,-3.08
4.17,1,-1.36,-0.23,0.01,-10.86,-95.89,37.40
4.25,1,-0.99,-0.07,-0.46,-6.59,-250.14,153.73
4.32,1,-0.45,0.04,0.55,11.26,-237.47,87.32
4.39,1,-0.45,0.16,0.64,-17.33,88.60,-40.56
4.46,1,-0.90,0.04,0.41,-8.16,164.65,-74.74
4.54,1,-0.96,-0.07,0.12,-24.95,144.82,-52.60
4.62,1,-1.00,-0.11,-0.01,-28.37,120.54,-47.39
4.69,1,-0.87,-0.18,-0.15,-30.98,94.17,-35.98
4.76,1,-0.93,-0.19,-0.11,-14.79,64.60,-23.53
4.84,1,-0.84,-0.18,-0.24,0.66,43.12,-13.52
4.91,1,-0.87,-0.16,-0.20,-2.40,31.61,-11.52
4.98,1,-0.89,-0.22,-0.17,-21.85,8.47,-8.95
5.06,1,-0.76,-0.17,-0.19,-21.95,5.96,-4.48
5.14,1,-0.81,-0.21,-0.24,-12.46,39.90,-19.15
5.21,1,-0.72,-0.24,-0.34,-14.24,82.72,-31.21
5.28,1,-0.83,-0.32,-0.49,-15.10,76.64,-31.08
5.36,1,-0.57,-0.35,-0.71,-25.30,54.83,-25.86
5.43,1,-0.61,-0.41,-0.70,-16.73,-13.40,1.07
5.51,1,-0.62,-0.31,-0.57,-3.93,-64.29,28.88
5.58,1,-0.77,-0.14,-0.32,-9.42,-47.75,18.11
5.66,1,-1.11,-0.20,-0.10,-2.03,-56.53,18.25
5.73,1,-0.43,-0.45,-0.39,-12.12,-236.48,91.40
5.81,1,-0.79,-0.15,0.15,-18.50,-178.78,86.21
5.88,1,-0.70,0.14,0.03,-16.73,55.16,-24.06
5.95,1,-0.93,-0.10,-0.06,10.23,67.11,-42.59
6.03,1,-0.94,-0.10,-0.01,-22.34,58.10,-30.05
6.1,1,-0.90,-0.15,-0.10,-40.56,43.95,-18.90
6.18,1,-0.95,-0.20,-0.11,-20.50,23.21,-6.47
6.25,1,-0.88,-0.16,-0.08,1.11,-0.11,8.72
6.32,1,-0.92,-0.13,-0.13,2.90,-21.66,16.52
6.4,1,-0.87,-0.08,-0.11,-15.05,-5.04,-3.47
6.47,1,-0.89,-0.10,-0.02,-22.14,-13.34,-10.34
6.54,1,-0.96,-0.23,0.03,-13.11,0.82,-4.11
6.62,1,-0.79,-0.13,-0.04,-17.50,37.06,-9.21
6.7,1,-0.87,-0.11,-0.12,-14.26,66.52,-25.11
6.77,1,-0.81,-0.20,-0.28,-14.00,77.44,-40.45
6.85,1,-0.80,-0.28,-0.40,-21.76,58.74,-24.81
6.92,1,-0.85,-0.25,-0.49,-17.07,-4.60,2.03
6.99,1,-0.83,-0.27,-0.40,-6.08,-56.08,18.01
7.07,1,-0.95,-0.37,-0.17,-18.53,-95.47,32.31
7.14,1,-1.13,-0.04,-0.30,12.82,-250.14,164.70
7.22,1,-0.20,0.21,0.39,-1.76,-250.14,128.47
7.29,1,-0.15,0.17,0.79,-21.52,34.79,-5.59
7.36,1,-0.66,0.19,0.68,-26.27,100.51,-33.23
7.44,1,-0.86,0.20,0.75,5.59,71.40,-45.98
7.51,1,-0.73,0.16,0.51,-22.35,95.58,-50.50
7.59,1,-0.82,-0.10,0.42,-24.91,104.23,-33.70
7.66,1,-0.95,0.01,0.27,-32.08,101.85,-27.06
7.74,1,-1.01,-0.05,0.20,-15.23,62.40,-18.98
7.81,1,-0.93,-0.04,0.22,3.85,-19.63,6.95
7.88,1,-0.84,0.08,0.27,-5.48,-26.68,6.74
7.96,1,-0.79,0.08,0.33,-26.58,-10.01,-5.88
8.04,1,-0.92,-0.08,0.39,-18.08,27.17,-10.70
8.11,1,-0.88,0.00,0.28,-19.20,57.40,-17.15
8.18,1,-0.84,-0.04,0.06,-13.27,80.57,-39.22
8.26,1,-1.02,-0.22,-0.10,-19.70,63.61,-27.76
8.33,1,-1.15,-0.23,-0.22,-21.48,1.27,5.50
8.4,1,-1.00,-0.17,-0.11,-2.67,-59.67,21.76
8.48,1,-0.88,-0.07,0.11,4.68,-103.58,38.60
8.55,1,-0.84,0.09,0.32,2.35,-75.82,24.31
8.63,1,-0.70,0.11,0.45,-27.43,-6.66,-0.16
8.7,1,-0.85,0.07,0.35,-34.26,56.24,-22.89
8.78,1,-0.95,-0.08,0.16,-13.62,72.16,-26.98
8.85,1,-0.91,-0.25,0.01,-4.47,67.91,-31.79
8.92,1,-0.93,-0.10,-0.06,-16.43,19.45,-8.89
9.0,1,-0.94,-0.16,-0.07,-25.91,-13.15,7.95
9.07,1,-0.89,-0.14,-0.05,-15.51,-32.23,8.61
9.14,1,-0.94,-0.10,0.10,-1.73,-49.55,15.99
9.22,1,-0.88,-0.05,0.16,-6.05,-48.21,18.00
9.3,1,-0.87,0.01,0.24,-10.66,-40.58,13.23
9.37,1,-0.85,-0.03,0.28,-15.81,-13.56,4.25
9.44,1,-0.88,0.03,0.31,-18.37,10.85,-3.47
9.52,1,-0.93,-0.02,0.24,-19.89,18.55,-10.14
9.6,1,-0.91,-0.06,0.20,-17.50,30.74,-11.16
9.67,1,-0.92,-0.03,0.15,-11.24,36.34,-16.04
9.74,1,-0.94,-0.08,0.09,-3.98,27.05,-15.00
9.82,1,-0.93,-0.09,0.01,-17.76,22.21,-10.17
9.89,1,-0.93,-0.08,0.03,-26.85,9.56,-5.63
9.96,1,-0.92,-0.12,0.03,-18.08,9.54,-6.16
10.04,1,-0.94,-0.13,-0.01,-6.83,0.12,-1.06
10.11,1,-0.93,-0.09,-0.02,-6.47,-12.27,2.57
10.19,1,-0.92,-0.11,0.02,-17.36,-20.70,8.24
10.26,1,-0.92,-0.08,0.09,-19.19,-21.38,8.58
10.34,1,-0.88,-0.05,0.12,-13.95,-15.56,2.57
10.41,1,-0.90,-0.05,0.18,-12.34,-0.63,-1.35
10.48,1,-0.89,-0.03,0.14,-14.78,22.21,-11.47
10.56,1,-0.94,-0.10,0.05,-11.02,30.49,-17.35
10.63,1,-0.96,-0.14,-0.04,-14.70,17.85,-6.79
10.71,1,-0.97,-0.12,-0.06,-16.32,-15.00,6.79
10.78,1,-0.96,-0.12,-0.00,-13.73,-37.50,13.63
10.86,1,-0.92,-0.07,0.11,-10.58,-36.15,10.53
10.93,1,-0.94,-0.01,0.19,-9.07,-30.55,7.54
11.0,1,-0.88,-0.04,0.25,-11.77,-20.31,5.99
11.08,1,-0.88,-0.00,0.24,-15.66,5.10,-1.72
11.15,1,-0.87,-0.01,0.23,-18.46,30.83,-14.40
11.23,1,-0.93,-0.07,0.14,-16.42,45.14,-18.10
11.3,1,-0.94,-0.12,-0.04,-19.63,37.66,-15.05
11.38,1,-0.98,-0.14,-0.06,-13.28,-0.97,-1.93
11.45,1,-0.96,-0.11,0.03,-8.64,-33.53,11.93
11.53,1,-0.88,-0.05,0.11,-8.86,-37.64,12.37
11.6,1,-0.92,-0.01,0.25,-13.53,-22.82,5.46
11.67,1,-0.86,-0.03,0.24,-20.65,6.74,-1.71
11.75,1,-0.91,-0.01,0.21,-20.16,39.29,-17.40
11.82,1,-0.90,-0.09,0.10,-14.52,45.92,-23.33
11.9,1,-0.94,-0.15,-0.08,-10.71,43.04,-18.69
11.97,1,-1.01,-0.15,-0.10,-16.60,5.63,-0.16
12.05,1,-0.93,-0.14,-0.09,-16.02,-30.77,10.37
12.12,1,-0.94,-0.11,0.05,-9.91,-49.13,17.95
12.19,1,-0.86,-0.05,0.14,-10.23,-44.02,17.42
12.27,1,-0.87,-0.02,0.21,-10.34,-15.27,2.64
12.34,1,-0.87,-0.03,0.23,-11.47,10.13,-7.77
12.42,1,-0.91,-0.06,0.15,-14.11,25.64,-11.49
12.49,1,-0.93,-0.06,0.06,-22.90,26.66,-15.18
12.57,1,-0.96,-0.14,0.01,-22.68,13.08,-9.36
12.64,1,-0.95,-0.15,0.02,-10.12,-3.71,2.35
12.71,1,-0.94,-0.08,0.04,-4.95,-17.71,6.96
12.79,1,-0.93,-0.08,0.08,-11.08,-24.08,10.58
12.86,1,-0.93,-0.04,0.12,-13.31,-27.03,9.13
12.94,1,-0.91,-0.03,0.18,-17.73,-27.12,5.12
13.01,1,-0.90,-0.06,0.23,-14.40,-15.73,4.63
13.09,1,-0.89,-0.00,0.23,-11.27,3.52,-3.14
13.16,1,-0.92,-0.03,0.21,-14.40,13.76,-9.06
13.23,1,-0.92,-0.05,0.18,-16.34,21.30,-8.56
13.31,1,-0.93,-0.05,0.13,-14.77,21.39,-9.52
13.38,1,-0.92,-0.08,0.08,-14.22,17.76,-8.71
13.45,1,-0.91,-0.09,0.06,-17.50,15.32,-5.97
13.53,1,-0.93,-0.07,0.05,-16.24,3.80,-3.72
13.61,1,-0.91,-0.09,0.08,-12.66,-1.14,-2.60
13.68,1,-0.92,-0.08,0.08,-10.17,1.63,-1.79
13.75,1,-0.92,-0.08,0.04,-11.36,1.30,-3.11
13.83,1,-0.94,-0.10,0.05,-16.48,-1.66,-1.35
13.9,1,-0.93,-0.08,0.07,-19.89,-6.75,2.53
13.97,1,-0.92,-0.08,0.09,-16.25,-6.34,0.17
14.05,1,-0.91,-0.08,0.11,-11.56,0.42,-1.85
14.12,1,-0.91,-0.07,0.09,-10.40,7.41,-4.37
14.2,1,-0.93,-0.09,0.05,-11.53,9.28,-5.97
14.27,1,-0.95,-0.10,0.02,-15.15,0.26,-1.25
14.35,1,-0.95,-0.09,0.04,-16.34,-15.26,3.73
14.42,1,-0.93,-0.08,0.08,-14.79,-23.74,7.78
14.49,1,-0.92,-0.07,0.12,-11.15,-21.69,7.35
14.57,1,-0.94,-0.03,0.17,-11.33,-14.93,1.69
14.64,1,-0.89,-0.04,0.20,-14.03,-7.40,0.60
14.72,1,-0.92,-0.03,0.19,-17.15,8.38,-3.08
14.79,1,-0.92,-0.05,0.16,-17.21,13.55,-6.23
14.87,1,-0.93,-0.07,0.12,-15.01,15.15,-7.41
14.94,1,-0.95,-0.08,0.09,-10.89,9.69,-5.76
15.02,1,-0.95,-0.08,0.06,-9.03,-0.73,-1.47
15.09,1,-0.94,-0.08,0.08,-13.38,-11.18,3.64
15.16,1,-0.92,-0.05,0.13,-15.63,-16.83,4.03
15.24,1,-0.89,-0.05,0.18,-16.19,-10.11,1.98
15.31,1,-0.90,-0.03,0.20,-14.72,3.43,-2.89
15.39,1,-0.91,-0.04,0.17,-13.60,19.32,-9.64
15.46,1,-0.92,-0.07,0.13,-14.13,26.85,-12.32
15.54,1,-0.92,-0.11,0.02,-15.84,26.13,-12.68
15.61,1,-0.97,-0.12,0.00,-16.24,12.89,-6.16
15.68,1,-0.94,-0.11,-0.01,-14.95,-9.64,2.64
15.76,1,-0.93,-0.10,0.05,-12.09,-17.53,4.89
15.83,1,-0.91,-0.08,0.11,-11.90,-15.60,4.92
15.91,1,-0.90,-0.06,0.11,-11.89,-7.38,1.14
