time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.7,1,-0.73,0.15,0.71,-11.15,-0.73,-2.74
0.7,1,-0.73,0.18,0.71,-10.65,-2.02,-2.01
0.76,1,-0.72,0.17,0.72,-14.82,-3.42,-0.34
0.84,1,-0.69,0.16,0.74,-13.98,-1.74,-0.20
0.91,1,-0.69,0.20,0.74,-13.71,5.88,-3.24
0.98,1,-0.69,0.19,0.76,-16.75,21.12,-9.27
1.06,1,-0.82,0.19,0.77,-13.09,37.68,-19.08
1.14,1,-0.63,0.13,0.66,-17.93,59.47,-26.77
1.21,1,-0.96,0.13,0.59,-12.50,9.81,13.63
1.28,1,-1.16,0.21,0.62,-14.00,-142.73,56.85
1.36,1,-0.50,0.15,0.56,-16.68,-145.22,50.62
1.43,1,-0.52,0.20,0.88,-15.09,-44.12,18.27
1.5,1,-0.61,0.26,0.90,-10.29,42.34,-11.70
1.58,1,-0.77,0.21,0.84,-17.98,34.24,-34.80
1.66,1,-0.69,0.20,0.75,-30.27,50.87,-12.89
1.73,1,-0.67,0.21,0.78,-13.85,48.28,-20.69
1.8,1,-0.76,0.20,0.69,-20.90,43.89,-26.20
1.88,1,-0.83,0.08,0.67,-23.59,29.85,-14.72
1.95,1,-0.78,0.12,0.61,-6.21,23.03,-17.05
2.02,1,-0.74,0.09,0.49,-13.18,53.78,-21.20
2.1,1,-0.73,-0.03,0.52,-6.18,74.23,-18.05
2.18,1,-0.92,0.12,0.43,-14.92,72.82,-18.61
2.25,1,-1.02,-0.04,0.49,-27.39,20.40,1.57
2.32,1,-0.80,-0.01,0.47,-1.42,-30.18,10.58
2.4,1,-0.83,0.05,0.41,-5.65,-34.53,5.08
2.47,1,-0.82,0.02,0.52,-9.36,-38.00,8.52
2.54,1,-0.80,0.08,0.52,-10.77,-26.80,11.23
2.62,1,-0.93,0.10,0.56,-16.60,-8.95,12.57
2.69,1,-0.83,0.12,0.53,-16.08,7.30,-0.02
2.77,1,-0.84,0.09,0.51,-21.00,26.98,-13.36
2.84,1,-0.84,0.07,0.47,-18.60,57.15,-23.54
2.92,1,-0.81,0.07,0.47,-16.70,121.65,-47.81
2.99,1,-0.93,0.01,0.23,-29.05,110.34,-46.74
3.07,1,-1.24,-0.01,0.01,-19.56,-59.12,28.31
3.14,1,-1.06,-0.05,0.09,-6.40,-183.07,60.48
3.22,1,-0.92,0.02,0.41,-13.72,-220.58,98.31
3.29,1,-0.59,0.06,0.44,-2.66,-120.85,55.37
3.36,1,-0.73,0.28,0.72,-16.53,-19.31,13.70
3.44,1,-0.63,0.19,0.73,-22.32,52.26,-17.74
3.51,1,-0.79,0.12,0.67,-15.69,91.80,-40.82
3.59,1,-0.92,0.10,0.62,-10.68,76.08,-36.92
3.66,1,-0.86,0.06,0.52,-4.22,23.28,-9.65
3.73,1,-0.74,0.07,0.37,-6.60,27.18,-23.02
3.81,1,-1.14,-0.04,0.45,-15.27,48.89,2.60
3.88,1,-0.98,0.09,0.34,6.50,10.94,-12.54
3.96,1,-1.05,0.19,0.31,-8.81,-34.18,-13.44
4.03,1,-0.88,-0.04,0.62,-19.70,-34.02,17.47
4.1,1,-0.66,0.11,0.57,-10.70,4.40,2.47
4.18,1,-1.11,0.16,0.56,-11.39,-0.24,-4.12
4.26,1,-0.78,0.08,0.55,-14.54,-12.05,-2.62
4.33,1,-0.88,0.05,0.52,-15.52,0.75,-0.15
4.4,1,-0.88,0.17,0.48,-16.07,-6.17,5.33
4.48,1,-0.94,0.11,0.47,-24.37,-10.05,4.56
4.55,1,-0.86,0.09,0.45,-16.06,34.89,-10.84
4.63,1,-0.99,0.00,0.45,-20.93,90.86,-29.50
4.7,1,-1.01,0.03,0.47,-12.14,72.43,-29.42
4.78,1,-0.88,0.01,0.41,-12.88,43.89,-21.36
4.85,1,-0.88,-0.12,0.22,-9.69,35.83,-19.27
4.92,1,-0.76,-0.03,0.21,-12.50,-38.51,10.40
5.0,1,-1.08,0.03,0.35,-12.74,-193.21,57.37
5.08,1,-0.85,-0.07,0.34,-17.54,-186.73,61.15
5.15,1,-0.56,0.06,0.60,-16.43,-88.43,39.08
5.22,1,-0.73,0.18,0.65,0.17,55.43,-4.86
5.3,1,-0.70,0.04,0.59,-28.43,146.11,-65.26
5.37,1,-0.85,-0.01,0.39,-9.56,153.27,-65.27
5.44,1,-1.10,0.04,0.37,4.08,58.99,-22.57
5.52,1,-0.90,-0.05,0.24,-7.23,-14.44,4.46
5.59,1,-0.44,0.05,0.23,11.94,-25.18,4.27
5.67,1,-1.04,-0.10,0.47,-35.32,14.58,26.42
5.74,1,-1.28,0.11,0.21,-0.05,14.26,-12.84
5.81,1,-1.00,0.12,0.40,-10.90,-53.98,9.85
5.89,1,-0.75,0.08,0.50,-17.37,-2.09,5.33
5.96,1,-0.91,0.12,0.56,-10.70,2.41,-3.48
6.03,1,-0.84,0.09,0.59,-25.85,-6.54,2.09
6.11,1,-0.90,0.06,0.53,-19.79,-1.79,-5.08
6.19,1,-0.99,-0.06,0.40,-24.81,-6.23,4.05
6.26,1,-0.82,0.07,0.46,-23.66,2.22,0.95
6.33,1,-0.82,0.11,0.47,-28.71,2.71,-0.92
6.41,1,-0.80,0.04,0.44,-20.96,66.63,-18.14
6.48,1,-0.99,0.06,0.38,-19.50,125.85,-46.53
6.56,1,-1.05,-0.00,0.32,-16.49,100.46,-41.85
6.63,1,-0.96,-0.03,0.09,-20.18,45.66,-17.94
6.71,1,-0.84,-0.16,0.15,-23.40,-28.76,25.66
6.78,1,-1.01,-0.04,0.07,-3.50,-153.99,57.04
6.86,1,-1.01,-0.05,0.17,-8.02,-192.86,57.56
6.93,1,-0.85,-0.06,0.31,-16.73,-166.67,73.95
7.0,1,-0.86,0.08,0.46,-5.19,-63.12,36.43
7.08,1,-0.75,0.27,0.44,-16.05,-1.33,-15.85
7.15,1,-0.90,0.04,0.39,0.73,131.98,-53.82
7.23,1,-1.22,-0.02,-0.00,5.71,202.38,-75.74
7.3,1,-1.07,-0.05,0.24,-10.96,135.96,-50.25
7.38,1,-1.04,-0.09,-0.14,-17.63,108.91,-31.68
7.45,1,-1.02,-0.24,-0.05,8.06,64.97,-37.32
7.53,1,-0.67,-0.02,0.03,-28.31,-44.34,18.44
7.6,1,-0.98,-0.22,-0.01,-34.95,-38.21,11.18
7.67,1,-1.00,-0.04,0.24,-25.20,-59.10,16.27
7.75,1,-0.91,0.02,0.31,-16.85,-12.45,8.26
7.82,1,-0.94,0.01,0.28,-13.15,-6.56,2.47
7.89,1,-1.20,-0.16,0.62,-8.94,7.49,4.53
7.97,1,-0.98,0.01,0.35,-14.46,-1.79,-11.31
8.05,1,-0.85,-0.16,0.07,-7.86,-22.30,-3.66
8.12,1,-1.00,-0.01,0.22,-15.66,4.83,-8.73
8.19,1,-0.87,-0.02,0.10,-24.36,20.08,-22.78
8.27,1,-0.89,-0.02,0.14,-15.73,85.62,-28.66
8.34,1,-0.90,-0.06,0.01,-26.28,156.57,-54.77
8.42,1,-0.90,-0.14,0.03,-20.18,133.66,-59.31
8.49,1,-0.95,-0.20,-0.14,-9.41,50.18,-26.07
8.57,1,-1.12,-0.24,-0.19,0.39,-83.06,39.34
8.64,1,-0.92,-0.24,-0.22,2.33,-223.77,81.74
8.72,1,-1.43,0.06,-1.52,-46.70,-174.08,89.76
8.79,1,-1.21,0.21,0.52,5.31,-201.57,68.31
8.87,1,-0.60,0.03,0.16,-29.98,-103.44,30.07
8.93,1,-0.51,0.01,0.43,-20.85,4.53,-16.14
9.01,1,-0.85,0.01,0.41,-16.97,144.38,-60.40
9.09,1,-0.96,-0.09,0.13,-17.95,203.35,-77.41
9.16,1,-1.02,-0.15,0.01,-7.55,159.21,-52.39
9.23,1,-1.15,-0.37,-0.09,-27.50,110.86,1.82
9.31,1,-1.30,-0.11,-0.22,31.17,63.40,-35.26
9.38,1,-1.10,-0.29,0.06,-38.72,-18.69,-13.60
9.46,1,-0.66,-0.35,-0.02,-12.47,-82.06,23.44
9.53,1,-0.65,-0.02,-0.03,-22.47,-63.08,21.98
9.61,1,-1.26,0.27,-0.03,-19.01,23.55,25.19
9.68,1,-1.10,-0.11,0.09,-16.85,71.51,-40.20
9.75,1,-0.55,0.04,-0.15,-25.50,17.48,-17.11
9.83,1,-0.95,-0.08,-0.18,-2.44,-14.66,9.24
9.91,1,-0.84,-0.18,-0.05,-14.59,-17.21,-6.85
9.98,1,-0.79,-0.20,0.10,-20.71,-26.15,1.61
10.05,1,-0.89,-0.10,0.05,-17.68,5.05,-9.07
10.13,1,-0.86,-0.09,0.01,-19.11,48.66,-25.34
10.2,1,-0.91,-0.24,0.03,-19.15,78.75,-23.00
10.28,1,-0.76,-0.17,-0.18,-17.33,56.42,-15.82
10.35,1,-1.05,-0.42,-0.34,-2.35,-18.88,17.19
10.43,1,-0.92,-0.23,-0.25,-2.94,-107.58,42.79
10.5,1,-0.78,-0.19,-0.18,-8.61,-137.02,43.79
10.57,1,-0.94,-0.08,0.22,-43.21,-147.11,48.74
10.65,1,-0.74,0.01,-0.23,-19.55,-77.89,11.53
10.72,1,-1.11,-0.01,0.32,-22.22,-57.91,-3.35
10.79,1,-0.84,-0.13,0.26,-13.27,16.84,-25.53
10.87,1,-0.91,-0.13,0.18,-14.98,80.74,-32.40
10.94,1,-1.07,-0.12,0.14,1.81,90.48,-12.62
11.01,1,-0.96,-0.03,0.11,-9.73,69.73,-0.69
11.09,1,-0.85,-0.03,0.07,-2.50,52.34,-14.31
11.17,1,-0.90,-0.11,0.08,-18.05,36.08,-17.58
11.24,1,-1.47,-0.09,0.24,-1.45,-9.20,-4.58
11.32,1,-0.92,-0.19,-0.01,-16.39,-24.40,-6.40
11.39,1,-1.13,-0.13,0.21,-24.76,-39.08,6.01
11.47,1,-0.89,-0.14,0.03,-20.18,-47.46,16.40
11.54,1,-0.88,-0.52,0.36,-0.41,-42.33,13.11
11.61,1,-1.35,0.08,0.14,-25.61,20.31,-3.05
11.69,1,-0.96,-0.05,-0.06,-15.10,50.69,-23.33
11.76,1,-0.95,-0.11,-0.00,-7.40,25.07,-9.53
11.83,1,-0.96,-0.11,0.04,-7.85,21.40,-4.27
11.91,1,-0.94,-0.13,0.02,-11.59,22.26,-7.35
11.99,1,-0.95,-0.10,-0.05,-19.10,27.63,-11.59
12.06,1,-0.78,-0.08,0.09,-11.58,19.03,-10.50
12.13,1,-0.88,-0.15,-0.05,-13.07,20.82,1.05
12.21,1,-0.79,-0.13,-0.13,-18.23,-3.82,8.56
12.28,1,-0.79,-0.14,-0.11,-26.26,-30.54,8.35
12.36,1,-0.92,-0.05,-0.41,-24.37,-70.15,10.02
12.43,1,-0.70,-0.16,-0.21,-27.79,-51.21,4.22
12.51,1,-0.95,-0.07,-0.08,-24.96,-35.08,17.22
12.58,1,-0.75,0.20,0.36,-7.46,-72.12,3.95
12.65,1,-0.89,-0.20,-0.09,-13.69,30.95,-18.64
12.73,1,-0.95,-0.22,-0.04,-0.45,69.68,-19.51
12.8,1,-0.84,-0.25,-0.21,-6.49,136.36,-40.78
12.88,1,-0.81,-0.22,-0.32,-8.67,144.01,-35.54
12.95,1,-0.86,0.00,-0.15,-1.24,46.11,-28.52
13.03,1,-0.85,-0.41,0.02,-23.89,-82.88,22.79
13.1,1,-0.52,-0.32,-0.20,-9.63,-33.52,25.18
13.17,1,-0.85,-0.12,-0.14,-25.83,-47.98,16.46
13.25,1,-0.85,-0.14,0.03,-17.89,-77.98,24.47
13.32,1,-0.90,-0.18,-0.05,-28.76,-32.28,11.82
13.4,1,-0.94,-0.15,-0.02,-24.31,-14.95,-2.14
13.47,1,-0.66,0.25,-0.02,-20.09,23.65,-22.56
13.54,1,-0.78,-0.18,-0.15,-15.83,-2.93,1.75
13.62,1,-0.85,-0.16,-0.05,-17.74,11.65,-6.08
13.69,1,-0.89,-0.15,-0.14,-9.79,13.79,-4.79
13.77,1,-0.95,-0.14,-0.14,-8.04,27.97,-10.98
13.84,1,-0.90,-0.16,-0.13,-6.62,36.24,-12.46
13.92,1,-0.86,-0.17,-0.13,-4.53,52.07,-15.05
13.99,1,-0.88,-0.21,-0.23,-15.64,69.58,-14.54
14.07,1,-0.67,-0.27,-0.31,-14.95,25.32,-8.59
14.14,1,-0.60,-0.23,-0.13,-5.50,-75.69,17.83
14.21,1,-0.64,-0.24,-0.27,-10.11,-113.42,34.69
14.29,1,-0.91,-0.20,-0.21,-34.71,-144.53,53.11
14.37,1,-1.03,-0.13,-0.13,-19.53,-110.58,36.44
14.44,1,-0.91,-0.09,0.03,-19.68,-31.82,-0.41
14.51,1,-0.93,-0.13,0.02,-14.21,8.88,-12.74
14.59,1,-0.91,-0.13,-0.05,-7.76,51.21,-18.73
14.66,1,-0.83,-0.10,-0.14,-8.92,96.85,-29.76
14.73,1,-0.83,-0.19,-0.21,-9.82,124.47,-32.95
14.81,1,-0.81,-0.25,-0.00,-1.20,90.54,-15.55
14.88,1,-0.92,-0.29,-0.33,-19.90,59.60,-10.87
14.96,1,-0.99,-0.51,-0.45,21.78,-32.38,29.63
15.03,1,-0.96,-0.27,-0.40,-35.14,-29.60,26.52
15.1,1,-1.00,-0.10,-0.38,4.89,-55.85,18.15
15.18,1,-0.85,-0.17,-0.19,-31.17,-57.24,-13.47
15.25,1,-0.67,-0.18,-0.17,-58.96,-2.25,-18.19
15.33,1,-0.79,-0.08,-0.15,-15.26,4.71,3.15
15.4,1,-0.77,-0.13,-0.12,-15.25,-4.91,0.45
15.48,1,-0.90,-0.18,-0.13,-12.79,8.97,0.87
15.55,1,-0.91,-0.18,-0.22,-11.34,10.76,-5.61
