time(s),boardID,aX,aY,aZ,gX,gY,gZ
4.04,1,-0.84,-0.14,-0.24,-10.69,-17.44,11.73
4.11,1,-1.00,-0.13,-0.16,-13.43,-23.48,11.65
4.18,1,-0.98,-0.15,-0.11,-3.31,-2.97,4.82
4.26,1,-0.91,-0.13,-0.10,-18.06,11.61,-7.31
4.33,1,-1.29,-0.14,0.20,-23.26,15.27,-12.37
4.41,1,-1.04,-0.16,-0.07,-16.91,31.86,-15.24
4.48,1,-0.82,-0.15,-0.14,-11.50,54.79,-21.66
4.56,1,-0.84,-0.16,-0.24,-23.50,42.49,-18.15
4.63,1,-0.85,-0.25,-0.37,-18.57,26.06,-10.44
4.7,1,-0.51,-0.20,-0.15,-12.18,-21.97,3.84
4.78,1,-0.64,-0.21,-0.29,-10.02,-42.01,8.23
4.85,1,-0.58,-0.06,-0.41,-22.59,-25.19,14.11
4.93,1,-0.59,-0.15,-0.36,-23.58,-34.07,10.58
5.0,1,-0.79,-0.19,-0.48,-22.82,-37.04,5.08
5.08,1,-0.80,-0.33,-0.35,-13.31,-72.70,18.08
5.15,1,-0.74,-0.30,-0.36,-8.18,-15.29,5.93
5.22,1,-0.69,-0.22,-0.33,-14.33,32.72,-11.85
5.3,1,-0.75,-0.20,-0.35,-10.11,100.27,-49.84
5.38,1,-0.99,-0.39,-0.39,-28.56,142.27,-34.12
5.44,1,-0.86,-0.24,-0.40,-5.97,91.34,-3.84
5.52,1,-0.82,-0.17,-0.22,5.54,-46.10,13.68
5.59,1,-0.68,-0.31,-0.34,8.27,-59.79,3.40
5.67,1,-0.53,-0.19,-0.33,-19.68,-10.56,2.40
5.74,1,-0.93,-0.16,-0.25,-32.24,-43.88,6.76
5.82,1,-0.93,-0.19,-0.35,-12.33,-37.89,11.80
5.89,1,-0.87,-0.24,-0.34,-20.99,-29.49,5.34
5.96,1,-0.90,-0.22,-0.24,-14.94,-9.03,-1.52
6.04,1,-0.99,-0.14,-0.24,-7.62,24.01,-5.31
6.12,1,-0.86,-0.19,-0.37,-18.34,16.26,-6.72
6.19,1,-0.95,-0.21,-0.28,-18.89,10.41,-2.89
6.26,1,-0.79,-0.25,-0.35,-9.25,13.41,-6.58
6.34,1,-0.86,-0.23,-0.30,-10.05,11.40,-7.58
6.41,1,-0.81,-0.17,-0.29,-14.30,25.48,-12.72
6.49,1,-0.83,-0.21,-0.32,-17.66,40.51,-23.41
6.56,1,-0.81,-0.63,-0.34,-15.54,38.95,-17.09
6.63,1,-0.54,-0.26,-0.48,-21.13,-4.70,8.22
6.71,1,-0.63,-0.26,-0.55,-14.07,-18.95,9.78
6.78,1,-0.54,-0.26,-0.66,-16.47,-43.02,8.23
6.86,1,-0.51,-0.21,-0.44,-14.66,-56.02,11.53
6.93,1,-0.50,-0.62,-0.54,-26.61,-11.36,-9.63
7.01,1,-0.63,-0.40,-0.57,-10.76,7.59,-20.82
7.08,1,-0.69,-0.33,-0.41,-14.49,16.37,-12.25
7.16,1,-0.73,-0.33,-0.53,-14.33,31.39,-1.24
7.23,1,-0.72,-0.32,-0.50,-31.36,69.40,-17.24
7.3,1,-0.66,-0.27,-0.54,-21.47,140.20,-28.44
7.38,1,-0.51,-0.08,-0.60,3.33,130.44,-19.15
7.46,1,-0.46,-0.30,-0.30,-23.85,94.69,-57.70
7.53,1,-0.79,-0.22,-0.86,-12.90,-28.31,18.67
7.6,1,-0.57,-0.33,-0.69,0.24,-94.88,34.37
7.68,1,-0.59,-0.33,-0.51,-7.96,-51.31,-2.91
7.75,1,-0.70,-0.31,-0.56,-22.09,-28.08,-8.49
7.82,1,-0.70,-0.30,-0.28,-10.36,-17.10,58.79
7.9,1,-0.56,-0.25,-0.58,-29.27,-10.50,-18.06
7.98,1,-0.54,-0.39,-0.59,-14.57,-14.47,23.63
8.05,1,-0.51,-0.26,-0.58,-15.61,11.04,-4.08
8.12,1,-0.70,-0.28,-0.57,-16.05,0.43,-1.34
8.19,1,-0.68,-0.42,-0.69,-9.80,22.57,-7.20
8.27,1,-0.58,-0.33,-0.58,-9.31,31.91,-8.95
8.34,1,-0.58,-0.33,-0.62,-10.37,46.82,-21.68
8.42,1,-0.54,-0.34,-0.61,-10.73,45.21,-26.69
8.5,1,-0.41,-0.37,-0.81,-17.31,11.56,-16.63
8.57,1,-0.34,-0.29,-0.68,-7.29,-59.84,7.13
8.64,1,-0.39,-0.35,-0.63,-11.29,-57.95,2.37
8.72,1,-0.71,-0.93,-1.06,9.39,-105.92,37.13
8.79,1,-0.28,-0.36,-0.34,6.87,-164.02,48.70
8.86,1,-0.73,-0.33,-0.58,1.35,-77.05,32.72
8.94,1,-0.66,-0.24,-0.52,-13.69,-47.51,22.85
9.02,1,-0.66,-0.19,-0.43,-14.30,55.31,-15.41
9.09,1,-0.73,-0.32,-0.53,-11.24,182.21,-71.62
9.16,1,-0.68,-0.32,-0.60,-14.36,196.14,-80.37
9.24,1,-0.44,-0.48,-0.44,-37.15,103.83,-34.93
9.31,1,-0.34,-0.21,-0.68,-13.01,34.02,35.30
9.39,1,-0.36,-0.37,-0.26,-22.68,-64.37,-2.56
9.46,1,-0.49,-0.26,-0.40,7.24,-71.03,21.39
9.54,1,-0.45,-0.27,-0.51,-17.37,-97.10,30.45
9.61,1,-0.92,0.25,0.23,-34.44,-57.43,26.52
9.68,1,-1.02,-0.21,-0.44,-4.85,-65.68,24.82
9.76,1,-0.27,-0.54,-0.62,-25.13,27.24,-7.39
9.83,1,-0.64,-0.25,-0.50,-14.69,-16.53,-0.17
9.91,1,-0.59,-0.29,-0.54,-15.73,-12.17,1.21
9.98,1,-0.63,-0.36,-0.59,-14.76,14.02,-7.93
10.05,1,-0.66,-0.28,-0.58,-17.58,3.74,-8.47
10.13,1,-0.64,-0.28,-0.56,-7.84,21.79,-6.96
10.2,1,-0.62,-0.29,-0.57,-13.31,36.14,-15.71
10.28,1,-0.48,-0.31,-0.67,-14.09,34.52,-6.40
10.35,1,-0.50,-0.29,-0.26,-26.85,30.14,-22.35
10.42,1,-0.24,-0.39,-0.66,-19.05,-16.31,0.65
10.5,1,-0.39,-0.50,-0.93,-5.75,-54.95,5.02
10.58,1,-0.95,-1.04,-1.07,-8.25,-189.31,37.89
10.65,1,-0.40,-0.46,-0.58,1.35,-122.27,41.94
10.72,1,-0.67,-0.13,-0.72,-26.03,-25.81,-3.43
10.8,1,-0.66,-0.32,-0.59,-12.73,30.69,-23.24
10.87,1,-0.72,-0.39,-0.59,-16.50,112.17,-39.91
10.95,1,-0.62,-0.34,-0.59,-19.57,129.07,-19.03
11.02,1,-0.58,-0.28,-0.56,-26.66,55.26,-2.60
11.09,1,-0.46,-0.30,-0.56,-4.67,23.66,12.75
11.17,1,-0.73,-0.59,-0.84,-8.63,-24.35,11.18
11.24,1,-0.69,-0.27,-0.44,-13.52,-79.54,14.32
11.32,1,-0.60,-0.30,-0.46,-11.03,-36.40,0.38
11.39,1,-0.58,-0.31,-0.63,-14.06,-29.07,1.93
11.47,1,-1.09,-0.46,-0.38,16.05,-9.64,30.87
11.54,1,-0.80,-0.16,-0.23,-11.63,36.09,-20.85
11.61,1,-1.06,-0.11,-0.62,-9.73,-2.69,23.27
11.69,1,-0.52,-0.26,-0.64,-20.40,-4.97,-5.63
11.76,1,-0.76,-0.23,-0.64,-10.40,17.82,-7.84
11.84,1,-0.85,-0.34,-0.50,-18.76,39.89,-17.43
11.91,1,-0.75,-0.30,-0.46,-12.44,48.72,-16.98
11.99,1,-0.63,-0.31,-0.52,-11.85,50.14,-18.64
12.06,1,-0.48,-0.30,-0.36,-7.79,17.29,-3.76
12.13,1,-0.48,-0.31,-0.63,-16.05,-2.27,3.11
12.21,1,-0.40,-0.32,-0.62,-21.69,-43.10,8.75
12.28,1,-0.43,-0.30,-0.58,-17.44,-37.11,-3.80
12.36,1,-0.58,-0.36,-0.89,-42.02,-44.86,-3.79
12.43,1,-0.53,-0.33,-0.64,-26.66,-52.44,12.60
12.51,1,-0.74,-0.20,-0.76,9.85,-65.28,19.27
12.58,1,-0.54,-0.34,-0.74,-20.44,25.17,-18.53
12.65,1,-0.61,-0.30,-0.72,-12.33,36.08,-0.81
12.73,1,-0.55,-0.35,-0.68,-7.48,74.76,-20.83
12.81,1,-0.47,-0.33,-0.67,-7.33,102.48,-28.83
12.88,1,-0.38,-0.34,-0.72,-31.73,80.92,-10.57
12.95,1,-0.46,-0.36,-0.72,-4.74,33.36,6.55
13.03,1,-0.48,-0.30,-0.58,5.16,-6.92,14.32
13.1,1,-0.68,-0.30,-0.33,-18.08,-71.15,-1.02
13.17,1,-0.62,-0.31,-0.52,-27.05,-67.46,7.56
13.25,1,-0.71,-0.36,-0.62,-28.68,-55.81,10.91
13.33,1,-0.61,-0.37,-0.60,-17.92,-33.18,2.85
13.4,1,-0.13,-0.42,-0.34,4.99,-48.07,28.76
13.47,1,-0.90,-0.20,-0.67,-23.79,-1.88,-16.78
13.55,1,-0.82,-0.25,-0.55,-12.44,-0.33,-6.26
13.62,1,-0.63,-0.29,-0.57,-12.48,3.27,-8.19
13.69,1,-0.62,-0.32,-0.57,-12.04,18.53,-4.25
13.77,1,-0.64,-0.32,-0.59,-12.12,38.54,-5.56
13.85,1,-0.62,-0.33,-0.55,-12.72,50.65,-5.40
13.92,1,-0.53,-0.30,-0.56,-11.34,54.50,-8.66
13.99,1,-0.42,-0.30,-0.58,-11.03,33.09,10.55
14.07,1,-0.30,-0.21,-0.62,-10.17,-27.08,15.76
14.14,1,-0.33,-0.27,-0.57,-12.92,-51.59,21.14
14.21,1,-0.44,-0.36,-0.67,-22.40,-71.68,5.37
14.29,1,-0.58,-0.42,-0.97,-12.26,-80.92,3.24
14.37,1,-0.69,-0.28,-0.69,-16.56,-36.80,-4.18
14.44,1,-0.59,-0.29,-0.59,-14.80,-19.66,-15.12
14.51,1,-0.56,-0.33,-0.63,-2.79,21.97,-14.31
14.59,1,-0.62,-0.41,-0.64,-10.48,54.03,-12.79
14.66,1,-0.41,-0.37,-0.62,-25.85,100.87,-31.96
14.74,1,-0.57,-0.18,-1.00,-43.20,124.16,-22.00
14.81,1,-0.53,-0.31,-1.33,5.30,71.16,-6.57
14.89,1,-0.26,-0.39,-0.72,-30.82,-16.92,-6.27
14.96,1,-0.42,-0.36,-0.51,-17.93,-8.40,-9.09
15.03,1,-0.40,-0.39,-0.88,14.41,-19.83,3.41
15.11,1,-0.21,-0.33,-0.50,-10.18,-40.44,-0.87
15.18,1,-0.53,-0.40,-0.68,-24.00,-56.53,8.92
15.25,1,-0.60,-0.03,-0.72,-9.73,-52.11,12.20
15.33,1,-0.77,-0.16,-0.61,1.37,-23.27,-1.28
15.4,1,-0.53,-0.41,-0.59,-4.69,-14.24,8.11
15.48,1,-0.46,-0.33,-0.65,-13.37,5.65,1.85
15.55,1,-0.52,-0.35,-0.74,-8.31,6.44,4.66
15.63,1,-0.50,-0.38,-0.70,-11.54,26.76,-3.69
15.7,1,-0.32,-0.32,-0.65,-19.54,41.41,-5.99
