time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.69,1,-0.89,-0.20,-0.17,-27.52,-4.63,8.61
0.69,1,-0.94,-0.10,-0.19,-15.31,5.05,-0.18
0.7,1,-0.96,-0.14,-0.16,-14.44,12.83,-13.47
0.7,1,-0.83,-0.17,-0.18,-6.60,30.79,-17.26
0.7,1,-0.86,-0.25,-0.10,-12.55,27.39,-6.61
0.7,1,-0.85,-0.21,-0.21,-4.57,-1.19,1.38
0.7,1,-0.82,-0.17,-0.17,-11.60,-11.07,-3.50
0.71,1,-0.86,-0.22,-0.27,-13.48,15.77,-4.94
0.71,1,-1.08,-0.14,-0.29,4.94,-8.14,9.25
0.71,1,-0.86,-0.22,-0.14,-16.63,-25.11,1.22
0.71,1,-0.93,-0.12,-0.26,-14.30,3.95,-8.35
0.71,1,-0.94,-0.06,-0.07,-8.26,-9.59,-1.37
0.71,1,-0.90,-0.15,0.00,-15.28,9.81,-2.53
0.72,1,-0.99,-0.16,-0.13,-14.21,0.80,-1.10
0.72,1,-0.90,-0.18,-0.15,-19.32,10.59,-3.69
0.72,1,-0.86,-0.14,-0.16,-14.00,-5.05,0.73
0.72,1,-0.88,-0.19,-0.17,-8.68,-8.50,0.69
0.72,1,-0.88,-0.16,-0.08,-8.85,4.42,-4.97
0.73,1,-0.90,-0.12,-0.12,-11.12,12.11,-5.99
0.73,1,-0.86,-0.17,-0.15,-14.89,17.31,-9.03
0.73,1,-0.90,-0.23,-0.20,-11.40,14.19,-5.67
0.73,1,-0.82,-0.18,-0.24,-17.15,-2.12,-7.49
0.74,1,-0.68,-0.22,-0.11,-23.84,-33.11,7.80
0.74,1,-0.80,-0.15,-0.21,-18.69,-24.20,8.08
0.74,1,-0.93,-0.26,-0.30,-39.42,-15.32,13.50
0.74,1,-0.80,-0.22,0.03,-24.79,-19.38,2.40
0.74,1,-0.99,-0.19,-0.13,-23.95,-4.00,6.06
0.74,1,-0.88,-0.11,-0.18,-18.98,-2.92,-0.33
0.74,1,-0.91,-0.16,-0.13,-16.08,8.42,-12.03
0.75,1,-0.88,-0.20,-0.12,-14.02,15.35,-2.54
0.75,1,-0.89,-0.20,-0.15,-7.76,24.80,-1.59
0.75,1,-0.85,-0.22,-0.17,-8.21,17.22,-5.11
0.75,1,-0.84,-0.18,-0.21,-9.05,22.15,-11.17
0.76,1,-0.82,-0.21,-0.14,-7.74,29.12,-12.52
0.76,1,-1.04,-0.05,-0.20,11.63,14.56,-1.09
0.76,1,-0.98,-0.15,-0.11,-23.25,12.46,-19.68
0.76,1,-0.94,-0.35,-0.27,-15.12,24.67,-29.35
0.76,1,-0.73,-0.31,-0.20,-19.93,-11.10,3.93
0.77,1,-0.88,-0.26,-0.23,-20.32,-31.18,14.69
0.77,1,-0.88,-0.22,-0.19,-13.98,-33.13,8.25
0.77,1,-0.97,-0.22,-0.18,-10.72,-32.00,10.10
0.77,1,-0.99,-0.16,-0.19,-14.60,-36.43,26.18
0.77,1,-0.95,-0.13,-0.15,-17.45,-54.85,33.95
0.78,1,-0.91,-0.07,-0.01,-19.82,-68.34,37.53
0.78,1,-0.79,-0.08,0.13,-16.34,-58.86,14.85
0.78,1,-0.72,-0.09,0.20,-15.68,-17.54,11.20
0.78,1,-0.84,0.05,0.25,-14.40,17.12,-5.91
0.79,1,-1.09,-0.01,0.13,-16.67,11.27,-12.77
0.79,1,-1.13,0.01,0.06,-37.22,-10.42,-6.95
0.79,1,-0.83,0.00,0.08,-13.73,-12.92,-6.37
0.79,1,-0.95,0.13,0.16,-8.82,-11.30,0.61
0.79,1,-0.87,-0.01,0.11,-11.62,26.23,-9.27
0.79,1,-0.96,-0.01,0.09,-10.75,22.98,2.90
0.79,1,-0.96,0.01,0.08,-10.63,19.72,0.98
0.8,1,-0.94,-0.01,0.08,-10.39,5.92,-3.40
0.8,1,-0.94,-0.03,0.11,-14.26,-3.76,1.04
0.8,1,-0.91,0.01,0.12,-17.69,-7.90,-3.16
0.8,1,-0.92,-0.03,0.11,-21.36,-3.44,-7.55
0.81,1,-0.99,-0.05,0.07,-24.19,-4.21,-2.68
0.81,1,-0.89,-0.07,-0.03,-8.02,-6.50,6.98
0.81,1,-0.71,-0.00,0.15,-4.53,15.65,-16.19
0.81,1,-0.85,-0.02,0.10,-0.85,33.55,-14.85
0.82,1,-1.05,-0.10,-0.05,-5.96,17.26,-5.56
0.82,1,-0.95,-0.05,-0.02,-10.60,-4.83,-0.52
0.82,1,-1.01,-0.06,0.03,-14.70,-25.99,0.10
0.83,1,-0.97,-0.06,0.08,-15.87,-25.56,-1.26
0.83,1,-0.95,-0.07,0.12,-18.01,-13.63,3.73
0.83,1,-0.92,-0.06,0.11,-16.81,-5.87,-0.21
0.84,1,-0.93,-0.06,0.12,-15.95,-4.61,-3.96
0.84,1,-0.93,-0.08,0.13,-15.21,-3.85,-5.31
0.84,1,-0.94,-0.08,0.14,-12.44,-1.69,-3.81
0.84,1,-0.92,-0.07,0.13,-12.62,0.18,-9.32
0.84,1,-0.94,-0.08,0.14,-12.73,-4.59,-14.08
0.84,1,-0.98,-0.10,0.18,-8.95,-11.72,-6.73
0.85,1,-0.96,-0.16,0.09,-12.86,-23.16,-9.34
0.85,1,-0.90,-0.12,0.20,-10.86,-39.19,-1.92
0.85,1,-0.93,-0.09,0.23,-10.76,-43.34,5.56
0.86,1,-0.92,-0.09,0.29,-7.91,-48.19,12.40
0.86,1,-0.91,-0.05,0.34,-10.50,-51.65,17.84
0.86,1,-0.88,-0.06,0.38,-6.83,-43.16,19.32
0.86,1,-0.86,-0.03,0.42,-3.98,-34.96,24.23
0.86,1,-1.11,0.15,0.17,-2.63,-7.79,35.98
0.87,1,-1.01,0.06,0.38,-18.99,4.27,2.94
0.87,1,-0.90,0.00,0.39,-18.02,-5.89,6.18
0.87,1,-0.90,0.04,0.41,-14.74,-11.71,17.71
0.87,1,-0.94,0.05,0.48,-21.76,-19.17,8.54
0.87,1,-0.78,0.04,0.53,-8.22,-6.91,-2.52
0.88,1,-0.83,0.00,0.48,-32.06,29.50,-25.02
0.88,1,-0.71,0.08,0.44,-7.11,17.18,-11.51
0.88,1,-0.81,0.37,0.51,-10.85,55.01,-13.59
0.88,1,-0.88,0.02,0.42,-0.15,20.50,-7.34
0.89,1,-0.95,-0.01,0.39,-5.95,11.88,-7.61
0.89,1,-0.89,0.04,0.39,-13.80,1.37,0.50
0.89,1,-0.89,0.01,0.36,-14.09,-2.57,3.27
0.89,1,-0.87,0.02,0.34,-10.52,3.72,-4.24
0.89,1,-0.90,0.01,0.33,-4.81,3.40,-6.79
0.9,1,-0.90,0.02,0.32,-5.98,0.19,-5.40
0.9,1,-0.90,0.02,0.33,-10.82,-2.27,-2.18
0.9,1,-0.90,0.02,0.34,-15.76,-4.50,1.66
0.9,1,-0.90,0.02,0.35,-19.04,-6.95,4.37
0.91,1,-0.89,0.06,0.41,-21.82,-10.71,5.95
0.91,1,-0.90,0.07,0.43,-20.56,-15.56,4.66
0.91,1,-0.91,0.05,0.43,-20.60,-17.00,8.03
0.91,1,-0.82,0.02,0.44,-16.22,-2.03,-2.85
0.91,1,-0.86,0.04,0.46,-13.51,-5.31,0.12
0.91,1,-0.88,0.05,0.41,-13.49,-1.68,1.18
0.92,1,-0.88,0.05,0.40,-12.17,-1.95,-0.18
0.92,1,-0.86,0.06,0.40,-15.18,5.04,-3.68
0.92,1,-0.89,0.04,0.42,-11.63,4.80,-3.27
0.92,1,-0.89,0.04,0.38,-11.71,2.66,-2.31
0.93,1,-0.89,0.04,0.37,-13.39,3.46,-2.46
0.93,1,-0.90,0.04,0.36,-14.92,-0.31,-2.28
0.93,1,-0.89,0.03,0.40,-10.56,-10.19,4.49
0.98,1,-0.94,0.06,0.39,-14.97,-0.48,-3.22
1.02,1,-0.88,0.06,0.47,-10.56,-0.53,-2.57
1.05,1,-0.81,0.07,0.40,-8.43,4.85,-4.63
1.06,1,-0.84,0.07,0.42,-8.98,6.46,-6.28
1.06,1,-0.92,0.11,0.51,-17.53,19.01,-10.93
1.06,1,-0.86,0.04,0.42,-14.62,26.05,-10.87
1.07,1,-0.93,0.03,0.37,-15.34,15.36,-6.01
1.08,1,-0.91,0.03,0.38,-14.47,1.64,-3.78
1.08,1,-0.91,0.02,0.36,-12.91,-8.33,1.34
1.09,1,-0.93,-0.01,0.37,-8.59,-15.06,12.54
1.09,1,-0.80,0.04,0.25,-21.79,21.35,-9.58
1.09,1,-0.84,-0.03,0.34,-16.14,-17.92,2.31
1.09,1,-0.97,0.00,0.31,-15.11,-13.72,3.95
1.09,1,-0.89,0.03,0.39,-14.82,-12.51,5.00
1.1,1,-0.88,0.04,0.36,-16.89,-10.63,3.40
1.1,1,-0.90,0.05,0.39,-20.37,-5.39,0.96
1.1,1,-0.95,0.10,0.42,-20.53,-8.38,1.18
1.1,1,-0.94,0.04,0.38,-13.72,-11.69,4.34
1.11,1,-0.84,0.05,0.37,-13.10,-11.47,6.54
1.11,1,-0.90,0.06,0.47,-15.47,-9.47,-0.78
1.11,1,-0.87,0.04,0.41,-12.32,-4.60,-3.11
1.11,1,-0.85,0.07,0.36,-17.72,7.22,-3.53
1.11,1,-0.91,0.07,0.40,-13.34,4.40,-4.11
1.11,1,-0.90,0.04,0.37,-10.85,0.01,-2.82
1.12,1,-0.88,0.05,0.36,-12.89,-0.73,-1.42
1.12,1,-0.90,0.05,0.39,-12.21,-0.79,-2.03
1.12,1,-0.90,0.05,0.41,-7.36,5.34,1.55
1.12,1,-0.83,0.02,0.29,-9.89,1.85,-3.89
1.12,1,-0.93,0.02,0.41,-12.53,-1.69,-1.79
1.12,1,-0.87,0.08,0.50,-13.48,12.53,-2.34
1.13,1,-0.87,0.06,0.42,-8.98,5.96,-5.80
1.13,1,-0.89,0.05,0.39,-13.86,7.71,-8.08
1.13,1,-0.91,0.02,0.41,-10.63,6.56,-5.38
1.13,1,-0.89,0.05,0.42,-10.94,5.63,-3.74
1.14,1,-0.89,0.05,0.38,-12.82,4.36,-5.07
1.14,1,-0.89,0.03,0.36,-13.94,5.76,-3.01
1.14,1,-0.92,0.03,0.35,-14.68,2.89,-2.79
1.14,1,-0.91,0.03,0.35,-16.82,-2.35,0.08
1.14,1,-0.91,0.04,0.37,-15.92,-9.20,3.67
1.14,1,-0.88,0.04,0.38,-16.24,-4.45,2.53
1.15,1,-0.90,0.04,0.39,-13.95,-4.73,0.77
1.15,1,-0.89,0.03,0.38,-15.60,-5.16,-0.08
1.15,1,-0.90,0.03,0.38,-18.54,-4.43,0.87
1.15,1,-0.89,0.04,0.40,-16.66,-2.26,-3.08
1.15,1,-0.85,0.04,0.41,-13.03,-4.03,2.34
1.16,1,-0.90,0.04,0.39,-15.67,-13.48,5.92
1.16,1,-0.91,0.07,0.43,-17.09,-20.36,5.15
1.16,1,-0.82,0.06,0.37,-13.79,-7.95,-2.89
1.16,1,-0.85,0.05,0.41,-16.14,1.53,-1.20
1.16,1,-0.89,0.07,0.42,-14.11,2.47,-3.12
1.16,1,-0.88,0.04,0.38,-12.20,3.78,-4.22
1.17,1,-0.89,0.05,0.40,-12.83,4.69,-3.02
1.17,1,-0.90,0.06,0.41,-9.32,5.24,-0.15
1.17,1,-0.81,0.05,0.32,-9.41,4.03,-4.87
1.17,1,-0.87,0.04,0.37,-12.87,2.02,-4.39
1.17,1,-0.91,0.04,0.42,-6.65,-1.31,1.99
1.17,1,-0.94,0.02,0.37,-13.05,1.70,-4.35
1.18,1,-0.87,0.05,0.45,-9.90,4.89,-5.04
1.18,1,-0.88,0.06,0.42,-9.44,6.02,-9.44
1.18,1,-0.89,0.00,0.37,-11.11,6.26,-4.25
1.18,1,-0.89,0.06,0.39,-13.09,10.33,-2.78
1.19,1,-0.90,0.07,0.37,-16.17,8.04,-2.69
1.19,1,-0.88,0.04,0.38,-17.19,5.00,-1.60
1.19,1,-0.92,0.03,0.37,-14.43,0.08,-2.11
1.19,1,-0.90,0.03,0.37,-14.31,-1.95,-1.69
1.19,1,-0.90,0.03,0.37,-13.40,-2.97,-0.32
1.19,1,-0.90,0.04,0.38,-11.37,-6.23,-1.29
1.19,1,-0.90,0.02,0.39,-10.02,-12.51,0.79
1.2,1,-0.93,0.02,0.37,-18.88,-1.50,2.10
1.2,1,-0.88,0.07,0.40,-18.30,-3.56,0.64
1.2,1,-0.91,0.05,0.38,-16.78,-6.88,0.97
1.2,1,-0.90,0.09,0.37,-18.95,1.13,2.33
1.2,1,-0.93,0.03,0.36,-18.24,-6.37,-0.35
1.21,1,-0.89,0.03,0.38,-17.58,-8.64,5.55
1.21,1,-0.88,0.06,0.40,-14.12,-10.15,5.36
1.21,1,-0.84,0.05,0.43,-13.80,-3.99,-3.75
1.21,1,-0.90,0.04,0.43,-9.15,0.81,-5.06
1.21,1,-0.88,0.04,0.41,-8.79,1.15,-1.15
1.21,1,-0.88,0.04,0.40,-10.16,2.26,-2.85
1.21,1,-0.90,0.04,0.40,-11.21,3.21,-3.70
1.22,1,-0.86,0.05,0.40,-11.32,2.14,-2.60
1.22,1,-0.86,0.04,0.41,-11.44,3.91,-4.26
1.22,1,-0.88,0.04,0.40,-11.66,2.40,-0.81
1.22,1,-0.94,0.03,0.40,-12.46,11.76,-6.40
1.22,1,-0.89,0.05,0.42,-7.40,5.54,-3.30
1.23,1,-0.89,0.06,0.40,-10.15,2.65,-3.72
1.23,1,-0.85,0.03,0.41,-15.59,1.83,-7.93
1.23,1,-0.92,0.02,0.43,-12.96,7.13,-3.24
1.23,1,-0.86,0.04,0.39,-17.37,6.21,-1.47
1.24,1,-0.89,0.03,0.38,-17.96,6.70,-4.01
1.24,1,-0.90,0.03,0.37,-15.86,6.35,-2.60
1.24,1,-0.91,0.04,0.37,-14.23,0.85,-2.60
1.24,1,-0.90,0.02,0.37,-13.93,-3.62,-1.31
1.24,1,-0.90,0.02,0.37,-11.06,-7.78,1.18
1.24,1,-0.88,0.03,0.36,-14.64,-2.38,1.09
1.24,1,-0.91,0.04,0.39,-16.05,-4.46,0.27
1.25,1,-0.91,0.04,0.39,-17.77,-6.19,1.18
1.25,1,-0.91,0.03,0.39,-18.21,-3.92,2.91
1.25,1,-0.85,0.04,0.36,-16.41,-1.05,-1.29
1.25,1,-0.91,0.02,0.37,-19.15,-6.27,3.25
1.26,1,-0.89,0.04,0.40,-14.64,-13.65,6.42
1.26,1,-0.87,0.03,0.41,-12.70,-3.06,-3.82
1.26,1,-0.91,0.02,0.43,-11.37,-0.61,-2.09
1.26,1,-0.88,0.03,0.40,-13.42,1.20,-0.50
1.26,1,-0.89,0.03,0.40,-11.50,-2.15,-2.10
1.26,1,-0.88,0.03,0.42,-11.70,-2.98,-0.56
1.26,1,-0.87,0.04,0.41,-10.63,-1.08,-0.95
1.27,1,-0.89,0.08,0.42,-9.08,1.34,-1.79
1.27,1,-0.87,0.04,0.39,-14.08,2.74,-4.81
1.27,1,-0.86,0.06,0.41,-15.40,7.59,-5.85
1.27,1,-0.91,0.03,0.40,-12.16,5.83,-3.86
1.28,1,-0.92,0.05,0.46,-15.75,11.70,-4.44
1.28,1,-0.88,0.03,0.40,-12.18,0.95,-2.57
1.28,1,-0.87,0.06,0.39,-11.48,1.55,-3.15
1.28,1,-0.89,0.06,0.42,-9.99,2.07,-3.64
1.28,1,-0.88,0.04,0.40,-11.02,2.32,-4.31
1.29,1,-0.88,0.04,0.38,-13.59,3.35,-3.25
1.29,1,-0.89,0.03,0.38,-13.63,3.62,-2.94
1.29,1,-0.90,0.04,0.37,-14.18,2.13,-2.02
1.29,1,-0.90,0.03,0.36,-14.53,0.63,-1.23
1.29,1,-0.90,0.03,0.36,-11.15,-0.24,-2.57
1.29,1,-0.90,0.03,0.38,-11.07,-3.98,-1.36
1.29,1,-0.90,0.04,0.36,-15.96,-4.91,1.63
1.3,1,-0.87,0.04,0.38,-17.29,-5.88,2.06
1.3,1,-0.86,0.03,0.36,-16.89,-7.98,2.60
1.3,1,-0.87,0.04,0.39,-18.76,-3.90,0.98
1.3,1,-0.90,0.03,0.41,-19.44,-2.14,1.38
1.31,1,-0.90,0.05,0.40,-12.53,-13.39,0.91
1.31,1,-0.90,0.03,0.38,-12.15,-7.59,0.66
1.31,1,-0.90,0.05,0.40,-12.53,-13.39,0.91
1.31,1,-0.90,0.03,0.38,-12.15,-7.59,0.66
1.32,1,-0.90,0.05,0.40,-12.53,-13.39,0.91
1.32,1,-0.86,0.06,0.39,-18.17,-3.92,3.46
1.32,1,-0.88,0.06,0.43,-18.62,-5.75,2.98
1.32,1,-0.89,0.07,0.43,-19.46,-7.76,1.78
1.32,1,-0.94,0.08,0.43,-24.66,2.96,-2.50
1.33,1,-0.85,0.09,0.46,-20.11,-25.76,8.78
1.33,1,-1.03,0.19,0.61,-14.76,-30.42,19.90
1.33,1,-0.60,0.06,0.53,-7.79,-67.64,30.40
1.34,1,-0.77,0.06,0.53,-18.44,-97.11,29.21
1.34,1,-0.38,0.22,0.51,-4.81,-29.89,18.19
1.41,1,-0.43,0.11,0.73,-25.47,35.24,-24.39
1.49,1,-0.69,0.01,0.44,-15.29,48.63,-34.17
1.56,1,-0.94,0.08,0.55,14.86,46.97,-12.81
1.64,1,-0.75,0.07,0.34,-10.56,28.07,-38.97
1.71,1,-0.90,0.12,0.54,9.86,22.14,2.08
1.78,1,-1.03,0.07,0.51,-19.18,5.89,-1.06
1.86,1,-0.65,0.22,0.53,-18.66,8.08,-8.69
1.93,1,-0.63,0.00,0.77,-10.92,-5.36,3.90
2.01,1,-0.75,0.19,1.01,-20.69,-7.21,-0.53
2.08,1,-0.51,0.11,0.55,-11.26,49.24,-18.44
2.16,1,-0.78,-0.03,0.32,-19.45,77.34,-26.14
2.23,1,-0.88,0.01,0.30,-14.57,16.18,-6.17
2.3,1,-0.91,0.02,0.32,-12.44,3.40,-9.92
2.38,1,-0.89,-0.01,0.28,-9.37,-4.37,-6.98
2.45,1,-0.92,0.01,0.30,-8.72,-20.98,2.88
2.53,1,-0.92,0.02,0.32,-9.53,-34.23,10.76
2.6,1,-0.96,0.05,0.39,-10.99,-46.22,19.15
2.67,1,-0.83,0.00,0.39,-32.48,-21.23,8.65
2.75,1,-0.99,0.06,0.35,-16.02,-1.98,0.34
2.82,1,-0.97,0.05,0.46,-9.09,-54.66,19.63
2.9,1,-0.90,0.09,0.53,-13.37,-74.79,20.19
2.97,1,-0.93,0.11,0.61,-20.39,-140.01,46.55
3.05,1,-0.63,0.10,0.69,-19.97,-135.74,46.16
3.12,1,-0.49,0.28,0.82,-5.67,-49.30,28.35
3.19,1,-0.27,0.25,0.71,-6.27,26.73,4.36
3.27,1,-1.06,0.31,0.82,-34.92,-15.63,-3.78
3.34,1,-0.41,0.28,0.77,3.35,-0.70,-3.87
3.42,1,-0.51,0.23,0.68,-7.08,26.27,-7.22
3.49,1,-0.47,0.07,0.68,-31.40,71.08,-53.40
3.57,1,-0.45,0.02,0.83,3.39,92.97,-43.35
3.64,1,-0.58,0.23,0.57,-17.16,108.92,-43.73
3.72,1,-0.76,0.09,0.54,-1.47,120.79,-58.29
3.79,1,-0.67,-0.01,0.28,-20.78,98.23,-30.44
3.87,1,-1.05,0.02,0.89,-22.07,33.02,-14.61
3.94,1,-1.08,0.14,0.46,-17.93,-39.97,12.20
4.01,1,-0.69,0.05,0.70,-11.73,19.66,-7.12
4.09,1,-0.49,0.10,0.40,-24.01,27.16,-6.89
4.16,1,-0.82,0.10,0.44,-13.52,14.29,-2.80
4.24,1,-0.90,0.04,0.35,-10.43,18.37,-14.18
4.31,1,-0.88,0.02,0.37,-6.99,21.77,-15.18
4.39,1,-0.86,0.03,0.35,-10.04,17.55,-12.50
4.46,1,-0.92,0.05,0.36,-14.45,8.19,-6.89
4.53,1,-0.94,0.04,0.37,-13.96,-9.05,1.73
4.61,1,-0.99,0.04,0.47,-10.95,-41.42,17.94
4.68,1,-0.90,0.23,0.60,-9.31,-122.72,52.86
4.76,1,-0.76,0.14,0.58,-6.17,-174.27,72.29
4.83,1,-0.50,0.26,0.92,-23.68,-80.17,22.57
4.91,1,-0.79,0.18,0.81,-15.51,-10.76,-4.49
4.98,1,-0.92,0.13,0.84,-7.53,71.84,-10.73
5.05,1,-1.13,0.14,0.50,-37.05,-12.74,-2.61
5.13,1,-0.80,0.20,0.51,-18.45,-135.56,30.16
5.2,1,-0.55,0.08,0.67,-14.27,-214.45,62.08
5.27,1,0.01,0.11,1.03,11.99,-152.81,71.76
5.35,1,0.16,0.18,0.97,25.47,60.23,-24.82
5.43,1,-0.23,0.44,0.76,-70.17,250.13,-151.35
5.5,1,-0.39,-0.20,0.33,-9.37,250.13,-149.38
5.58,1,-1.02,-0.14,0.41,-43.00,228.05,-90.75
5.65,1,-1.11,-0.12,0.16,-15.22,58.92,-12.18
5.72,1,-1.25,0.04,0.38,-26.39,10.52,0.86
5.8,1,-0.96,-0.02,0.21,-36.99,3.65,-21.10
5.87,1,-1.06,-0.06,0.30,-5.61,16.19,-0.02
5.95,1,-0.97,0.03,0.34,-37.12,-38.62,8.60
6.02,1,-0.76,-0.02,0.19,-19.47,-31.21,12.24
6.09,1,-0.81,0.00,0.27,-20.24,29.34,-13.26
6.17,1,-1.31,0.02,0.28,6.20,50.46,-11.57
6.25,1,-0.66,-0.05,-0.01,-26.42,23.37,-13.80
6.31,1,-0.97,-0.10,0.07,2.22,-5.69,-0.19
6.39,1,-1.10,-0.11,0.22,-7.17,0.89,-8.56
6.47,1,-1.10,-0.04,0.25,-4.74,-58.57,16.11
6.54,1,-1.07,0.01,0.34,-14.14,-135.26,53.22
6.61,1,-0.96,0.07,0.49,-10.16,-155.79,70.58
6.69,1,-0.81,0.11,0.65,-10.28,-175.85,76.32
6.76,1,-0.95,0.24,0.98,-8.89,-151.42,48.80
6.84,1,-0.99,0.17,0.82,-0.73,-109.52,39.71
6.91,1,-0.07,0.33,0.46,-14.85,-51.22,16.34
6.99,1,-1.15,0.37,0.76,-40.29,43.16,-20.31
7.06,1,-0.64,0.11,0.96,12.33,31.67,-11.97
7.13,1,-0.67,0.06,0.85,-9.80,3.44,9.85
