time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.77,1,-0.85,-0.22,-0.36,-15.94,-11.44,17.48
0.77,1,-0.73,-0.19,-0.28,-14.66,-41.51,7.87
0.77,1,-0.83,-0.24,-0.31,-14.07,-16.08,4.89
0.77,1,-0.90,-0.23,-0.32,-14.49,-10.05,4.71
0.77,1,-0.89,-0.22,-0.28,-18.41,-9.55,3.74
0.78,1,-0.77,-0.21,-0.28,-17.36,-8.21,0.67
0.78,1,-0.83,-0.22,-0.27,-19.95,-3.40,-3.86
0.78,1,-0.84,-0.21,-0.26,-18.33,-3.63,-3.73
0.78,1,-0.83,-0.21,-0.26,-17.33,-0.84,-3.72
0.79,1,-0.83,-0.20,-0.27,-13.88,2.73,-3.85
0.79,1,-0.83,-0.21,-0.27,-13.31,3.95,-2.11
0.79,1,-0.83,-0.21,-0.27,-12.05,6.56,-1.17
0.79,1,-0.83,-0.23,-0.30,-10.79,8.41,-2.98
0.79,1,-0.83,-0.20,-0.30,-15.57,11.96,-7.04
0.79,1,-0.80,-0.20,-0.27,-15.54,5.45,-5.02
0.79,1,-0.80,-0.21,-0.31,-18.73,3.20,-5.41
0.8,1,-0.80,-0.22,-0.32,-16.90,0.35,-4.66
0.8,1,-0.79,-0.23,-0.34,-14.58,-5.47,-2.34
0.8,1,-0.79,-0.23,-0.34,-12.67,-7.62,-1.43
0.8,1,-0.80,-0.23,-0.33,-10.68,-6.48,0.55
0.81,1,-0.79,-0.23,-0.33,-13.20,-2.24,2.22
0.81,1,-0.80,-0.23,-0.32,-11.56,2.56,2.31
0.81,1,-0.80,-0.22,-0.35,-9.14,4.75,2.19
0.81,1,-0.78,-0.22,-0.35,-10.24,9.26,-4.52
0.81,1,-0.78,-0.22,-0.32,-10.69,4.47,-0.89
0.82,1,-0.81,-0.22,-0.33,-12.87,3.73,-1.03
0.82,1,-0.82,-0.23,-0.32,-12.60,1.35,-2.53
0.82,1,-0.82,-0.22,-0.31,-14.02,-2.81,-0.31
0.82,1,-0.79,-0.20,-0.30,-15.37,-6.58,1.16
0.83,1,-0.81,-0.19,-0.27,-19.60,-5.34,-1.74
0.83,1,-0.83,-0.21,-0.29,-18.34,-5.03,-5.22
0.83,1,-0.83,-0.21,-0.27,-14.99,-3.98,-3.10
0.83,1,-0.82,-0.22,-0.29,-16.56,-1.22,-0.73
0.84,1,-0.83,-0.20,-0.29,-11.35,-6.03,2.66
0.84,1,-0.84,-0.21,-0.29,-13.51,-4.17,0.49
0.84,1,-0.83,-0.21,-0.27,-13.24,-1.28,0.91
0.84,1,-0.82,-0.21,-0.28,-12.35,0.69,-0.50
0.84,1,-0.83,-0.21,-0.29,-14.59,3.55,-2.62
0.84,1,-0.82,-0.22,-0.28,-14.18,5.26,-4.09
0.85,1,-0.82,-0.22,-0.29,-15.01,5.31,-4.50
0.85,1,-0.81,-0.22,-0.29,-14.97,3.92,-5.13
0.85,1,-0.80,-0.22,-0.29,-14.04,3.49,-4.60
0.85,1,-0.80,-0.22,-0.29,-14.66,3.54,-4.39
0.85,1,-0.79,-0.22,-0.30,-13.44,3.91,-3.08
0.86,1,-0.80,-0.23,-0.33,-15.85,3.16,-1.04
0.86,1,-0.80,-0.25,-0.35,-10.35,3.81,-1.98
0.86,1,-0.78,-0.21,-0.36,-13.90,3.73,-5.55
0.86,1,-0.78,-0.23,-0.32,-14.14,-5.38,1.11
0.87,1,-0.79,-0.22,-0.33,-12.96,-7.97,0.40
0.87,1,-0.80,-0.23,-0.34,-12.35,-2.71,0.17
0.87,1,-0.79,-0.22,-0.34,-9.44,1.14,0.74
0.87,1,-0.80,-0.23,-0.32,-11.56,4.54,-1.53
0.87,1,-0.80,-0.25,-0.31,-12.12,1.40,-0.33
0.88,1,-0.80,-0.22,-0.32,-12.00,4.68,-1.24
0.88,1,-0.80,-0.21,-0.32,-15.81,9.77,-4.51
0.88,1,-0.80,-0.21,-0.31,-15.50,-7.97,-1.08
0.88,1,-0.83,-0.23,-0.33,-15.92,-6.93,0.85
0.88,1,-0.79,-0.22,-0.30,-11.61,-7.17,1.41
0.89,1,-0.79,-0.21,-0.28,-13.42,-7.55,1.02
0.89,1,-0.83,-0.20,-0.28,-12.18,-7.98,2.33
0.89,1,-0.85,-0.22,-0.29,-13.26,-3.08,-0.75
0.89,1,-0.82,-0.22,-0.29,-15.89,2.98,-3.96
0.89,1,-0.82,-0.21,-0.29,-16.01,3.56,-4.15
0.89,1,-0.81,-0.20,-0.28,-17.89,-0.37,-3.92
0.9,1,-0.82,-0.21,-0.31,-16.51,-1.05,-3.10
0.9,1,-0.82,-0.22,-0.30,-16.76,0.08,-3.06
0.9,1,-0.83,-0.23,-0.30,-14.04,3.75,-3.35
0.9,1,-0.81,-0.22,-0.30,-14.15,5.54,-4.16
0.9,1,-0.81,-0.23,-0.30,-13.70,5.15,-4.42
0.91,1,-0.79,-0.22,-0.31,-12.57,4.34,-4.56
0.91,1,-0.79,-0.23,-0.32,-13.20,2.86,-0.64
0.91,1,-0.77,-0.22,-0.32,-9.64,-0.73,-2.25
0.91,1,-0.77,-0.23,-0.32,-11.25,-4.69,1.08
0.91,1,-0.77,-0.23,-0.33,-14.20,-1.07,-0.05
0.92,1,-0.80,-0.24,-0.36,-15.53,0.08,0.00
0.92,1,-0.81,-0.23,-0.34,-15.56,1.19,-5.02
0.92,1,-0.80,-0.21,-0.33,-14.53,-2.63,-0.17
0.92,1,-0.81,-0.22,-0.34,-11.92,-2.08,-0.96
0.92,1,-0.79,-0.22,-0.33,-11.72,2.43,-1.45
0.93,1,-0.79,-0.20,-0.32,-12.40,3.24,0.98
0.93,1,-0.81,-0.21,-0.32,-11.95,4.76,-2.62
0.93,1,-0.78,-0.22,-0.32,-14.25,4.69,-7.31
0.94,1,-0.80,-0.24,-0.31,-13.73,0.35,-1.76
0.94,1,-0.83,-0.22,-0.32,-13.32,-0.39,-0.42
0.94,1,-0.83,-0.22,-0.29,-13.11,-3.57,-0.64
0.94,1,-0.80,-0.21,-0.28,-12.22,-4.75,1.69
0.94,1,-0.80,-0.20,-0.29,-14.95,-6.72,0.22
0.94,1,-0.82,-0.22,-0.29,-14.85,-4.34,-1.61
0.94,1,-0.83,-0.22,-0.29,-17.82,-3.44,-1.85
0.95,1,-0.82,-0.22,-0.29,-17.01,-2.46,-3.05
0.95,1,-0.82,-0.20,-0.29,-17.67,-1.26,-3.16
0.95,1,-0.83,-0.22,-0.29,-14.90,1.08,-2.95
0.95,1,-0.82,-0.22,-0.30,-14.55,3.24,-2.86
0.96,1,-0.82,-0.22,-0.29,-13.05,4.59,-2.62
0.96,1,-0.81,-0.22,-0.31,-12.27,4.50,-3.08
0.96,1,-0.81,-0.21,-0.30,-13.94,3.38,-3.75
0.96,1,-0.81,-0.22,-0.30,-13.68,3.23,-4.62
0.96,1,-0.80,-0.24,-0.33,-17.90,3.36,-4.29
0.97,1,-0.79,-0.23,-0.32,-14.60,-0.05,-3.40
0.97,1,-0.79,-0.23,-0.32,-10.47,-5.31,-0.42
0.97,1,-0.79,-0.24,-0.32,-10.39,-4.61,1.34
0.97,1,-0.80,-0.24,-0.32,-9.90,-1.69,3.53
0.97,1,-0.80,-0.22,-0.34,-12.91,2.44,4.36
0.97,1,-0.77,-0.20,-0.33,-11.86,-1.92,-1.82
0.98,1,-0.81,-0.23,-0.33,-12.40,-1.70,-0.48
0.98,1,-0.81,-0.23,-0.33,-14.43,2.25,-0.66
0.99,1,-0.78,-0.22,-0.32,-12.09,2.76,-1.64
1.02,1,-0.77,-0.22,-0.34,-15.93,3.57,-3.76
1.06,1,-0.80,-0.22,-0.33,-16.61,1.99,-7.08
1.12,1,-0.81,-0.24,-0.31,-15.82,-2.78,-0.51
1.12,1,-0.82,-0.22,-0.32,-12.20,-6.75,1.46
1.12,1,-0.82,-0.22,-0.31,-13.06,-2.24,-1.78
1.12,1,-0.82,-0.22,-0.29,-13.09,-0.77,0.92
1.13,1,-0.80,-0.21,-0.29,-12.11,-3.94,-0.14
1.13,1,-0.81,-0.22,-0.31,-14.95,-4.79,0.00
1.14,1,-0.82,-0.21,-0.31,-14.79,-3.00,-1.57
1.14,1,-0.82,-0.21,-0.29,-17.44,-3.19,-2.63
1.15,1,-0.81,-0.21,-0.30,-16.59,-1.63,-2.68
1.15,1,-0.82,-0.21,-0.30,-16.27,-0.34,-3.23
1.15,1,-0.82,-0.22,-0.29,-15.64,1.07,-3.02
1.16,1,-0.82,-0.21,-0.31,-14.66,2.79,-3.22
1.16,1,-0.80,-0.22,-0.30,-15.34,4.01,-3.42
1.16,1,-0.80,-0.22,-0.31,-14.09,5.22,-3.88
1.16,1,-0.80,-0.23,-0.32,-14.61,2.69,-4.01
1.16,1,-0.80,-0.23,-0.32,-12.17,1.54,-2.88
1.16,1,-0.80,-0.23,-0.32,-12.37,-0.09,-2.43
1.17,1,-0.78,-0.22,-0.34,-13.99,1.58,-0.68
1.17,1,-0.81,-0.23,-0.34,-11.76,-0.31,-0.95
1.17,1,-0.80,-0.22,-0.33,-10.19,-4.13,0.63
1.17,1,-0.79,-0.22,-0.33,-9.47,-3.33,0.78
1.17,1,-0.78,-0.23,-0.34,-12.11,0.15,1.70
1.18,1,-0.78,-0.22,-0.32,-12.53,0.57,0.98
1.18,1,-0.80,-0.21,-0.32,-11.12,2.01,-0.57
1.18,1,-0.80,-0.22,-0.33,-14.72,3.05,-4.21
1.18,1,-0.81,-0.23,-0.34,-15.37,5.44,-6.19
1.18,1,-0.79,-0.22,-0.32,-14.58,1.54,-0.82
1.19,1,-0.80,-0.21,-0.32,-14.72,-1.56,-2.19
1.19,1,-0.81,-0.22,-0.31,-12.86,-1.22,-0.86
1.19,1,-0.81,-0.22,-0.32,-13.85,-1.58,-0.79
1.19,1,-0.81,-0.21,-0.31,-12.63,-3.87,-1.00
1.19,1,-0.81,-0.21,-0.30,-13.78,-4.83,0.34
1.19,1,-0.83,-0.22,-0.31,-14.38,-5.01,-0.31
1.19,1,-0.82,-0.22,-0.30,-14.64,-2.24,-1.20
1.2,1,-0.82,-0.21,-0.29,-16.96,-1.67,-1.94
1.2,1,-0.82,-0.21,-0.30,-16.54,-1.46,-2.83
1.2,1,-0.82,-0.21,-0.30,-17.48,-1.01,-3.17
1.2,1,-0.82,-0.22,-0.30,-16.19,0.32,-3.26
1.21,1,-0.82,-0.22,-0.30,-14.39,1.59,-2.37
1.21,1,-0.81,-0.22,-0.29,-13.41,2.68,-2.02
1.21,1,-0.81,-0.23,-0.33,-13.49,4.42,-3.27
1.21,1,-0.81,-0.22,-0.33,-16.39,4.18,-4.05
1.21,1,-0.80,-0.23,-0.31,-15.63,3.20,-4.39
1.21,1,-0.80,-0.23,-0.33,-16.76,1.60,-4.58
1.22,1,-0.79,-0.23,-0.34,-15.08,-0.72,-4.20
1.22,1,-0.79,-0.22,-0.33,-12.89,-3.95,-1.83
1.22,1,-0.79,-0.22,-0.35,-16.76,-4.65,1.65
1.22,1,-0.79,-0.22,-0.33,-14.15,-3.87,0.69
1.22,1,-0.80,-0.23,-0.33,-12.03,-5.35,1.34
1.23,1,-0.79,-0.24,-0.33,-11.14,-0.46,2.05
1.23,1,-0.79,-0.23,-0.34,-9.17,1.85,0.65
1.23,1,-0.78,-0.23,-0.31,-9.34,2.39,2.78
1.23,1,-0.81,-0.21,-0.33,-8.05,4.66,0.37
1.23,1,-0.81,-0.23,-0.32,-11.34,4.21,-3.00
1.24,1,-0.79,-0.23,-0.31,-10.66,1.73,0.99
1.24,1,-0.80,-0.22,-0.31,-12.73,-1.74,-0.95
1.24,1,-0.82,-0.22,-0.32,-13.82,-2.28,-1.48
1.24,1,-0.82,-0.22,-0.31,-14.82,-2.34,-2.62
1.24,1,-0.81,-0.22,-0.29,-18.40,-4.60,-3.05
1.24,1,-0.80,-0.22,-0.29,-16.42,-3.49,-1.44
1.24,1,-0.81,-0.22,-0.30,-16.95,-2.50,-1.44
1.25,1,-0.82,-0.22,-0.31,-15.31,-1.82,-2.05
1.25,1,-0.81,-0.22,-0.30,-15.73,-1.63,-1.27
1.25,1,-0.81,-0.21,-0.31,-16.50,-0.74,-2.54
1.25,1,-0.82,-0.22,-0.31,-14.93,-0.21,-2.56
1.25,1,-0.81,-0.21,-0.30,-15.59,-0.09,-2.37
1.26,1,-0.81,-0.21,-0.30,-15.28,1.11,-2.79
1.26,1,-0.81,-0.23,-0.31,-15.02,2.58,-3.63
1.26,1,-0.80,-0.22,-0.32,-17.28,2.34,-4.27
1.26,1,-0.79,-0.23,-0.33,-16.43,2.74,-4.42
1.26,1,-0.80,-0.22,-0.33,-16.81,1.19,-3.49
1.27,1,-0.80,-0.23,-0.33,-13.74,-0.39,-3.13
1.27,1,-0.78,-0.23,-0.34,-13.03,-2.56,-1.02
1.27,1,-0.79,-0.23,-0.33,-10.74,-3.18,-0.05
1.27,1,-0.80,-0.24,-0.34,-11.60,-1.97,2.05
1.27,1,-0.79,-0.23,-0.32,-11.24,-1.13,2.56
1.27,1,-0.79,-0.23,-0.32,-9.43,-1.00,0.43
1.28,1,-0.81,-0.23,-0.34,-12.07,1.86,0.12
1.28,1,-0.80,-0.22,-0.32,-12.37,2.65,-1.01
1.28,1,-0.80,-0.22,-0.33,-11.44,-1.69,0.76
1.28,1,-0.80,-0.22,-0.32,-11.20,0.15,1.18
1.29,1,-0.79,-0.22,-0.31,-12.53,1.06,-2.42
1.29,1,-0.80,-0.22,-0.31,-12.10,0.75,-0.50
1.29,1,-0.82,-0.21,-0.31,-11.60,-1.01,0.11
1.29,1,-0.82,-0.22,-0.31,-14.34,-1.09,-1.67
1.29,1,-0.81,-0.22,-0.30,-13.72,-0.40,-1.47
1.29,1,-0.81,-0.22,-0.31,-15.34,-2.50,-1.58
1.29,1,-0.81,-0.22,-0.31,-15.08,-2.17,-1.62
1.3,1,-0.81,-0.21,-0.32,-16.66,-1.60,-2.82
1.3,1,-0.82,-0.22,-0.31,-18.90,-1.94,-3.64
1.3,1,-0.81,-0.21,-0.31,-18.03,-1.89,-3.94
1.3,1,-0.81,-0.21,-0.31,-17.24,-1.71,-3.06
1.31,1,-0.81,-0.21,-0.31,-15.69,-1.05,-2.37
1.31,1,-0.82,-0.22,-0.31,-13.60,0.60,-1.95
1.31,1,-0.81,-0.23,-0.31,-14.26,1.86,-2.30
1.31,1,-0.81,-0.23,-0.32,-13.72,2.49,-3.02
1.31,1,-0.80,-0.23,-0.32,-15.10,2.47,-3.13
1.32,1,-0.80,-0.22,-0.33,-15.02,1.47,-3.54
1.32,1,-0.79,-0.23,-0.33,-14.59,1.40,-3.65
1.32,1,-0.80,-0.22,-0.34,-15.44,-0.07,-2.85
1.32,1,-0.80,-0.23,-0.33,-13.24,-0.80,-1.94
1.32,1,-0.80,-0.22,-0.33,-13.52,-1.28,-1.11
1.32,1,-0.79,-0.22,-0.34,-13.35,-0.96,-0.10
1.33,1,-0.80,-0.22,-0.31,-13.82,-0.48,-1.41
1.33,1,-0.81,-0.22,-0.32,-14.59,-0.60,-1.49
1.33,1,-0.81,-0.22,-0.31,-13.49,-0.08,-1.56
1.33,1,-0.81,-0.22,-0.31,-13.36,-0.02,-1.87
1.34,1,-0.80,-0.22,-0.32,-14.66,-0.41,-1.66
1.34,1,-0.80,-0.22,-0.32,-13.11,0.29,-1.81
1.34,1,-0.81,-0.22,-0.32,-14.59,0.85,-2.05
1.34,1,-0.82,-0.22,-0.31,-14.34,4.50,-3.30
1.34,1,-0.83,-0.21,-0.29,-14.53,17.50,-8.26
1.34,1,-0.85,-0.19,-0.22,-14.69,36.34,-18.30
1.38,1,-0.86,-0.27,-0.36,-22.46,-3.08,-11.10
1.46,1,-0.79,-0.14,-0.38,-0.60,-85.81,37.51
1.53,1,-0.71,-0.21,-0.27,-14.47,-112.73,41.60
1.61,1,-0.87,-0.16,-0.27,-8.60,-111.87,48.53
1.68,1,-0.88,-0.20,-0.18,-0.72,-80.43,24.71
1.75,1,-1.04,-0.14,0.05,-15.24,-29.82,0.11
1.83,1,-0.97,-0.09,0.08,-15.29,33.50,-17.25
1.9,1,-0.93,-0.11,-0.01,-4.97,61.47,-17.37
1.98,1,-1.02,-0.10,0.02,-12.25,66.90,-22.59
2.05,1,-0.89,-0.14,-0.07,-17.07,36.38,-17.67
2.12,1,-0.83,-0.18,0.00,-3.73,-3.56,-2.37
2.2,1,-0.75,-0.17,-0.07,-12.38,-4.11,-0.59
2.27,1,-0.93,-0.12,-0.26,-18.46,-2.65,0.98
2.35,1,-1.04,-0.12,-0.02,-14.34,-17.82,1.17
2.42,1,-0.99,-0.13,-0.10,-15.03,-20.43,3.50
2.5,1,-0.92,-0.02,-0.02,-12.94,-31.43,7.11
2.57,1,-0.86,-0.07,0.01,-11.95,-16.22,3.10
2.64,1,-0.91,-0.12,0.01,-16.18,-3.06,-2.25
2.72,1,-0.80,-0.10,0.01,-15.27,-9.79,-0.21
2.79,1,-0.90,-0.15,-0.07,-17.98,9.53,-6.00
2.87,1,-0.90,-0.15,-0.05,-15.93,25.37,-10.20
2.94,1,-0.90,-0.13,-0.05,-16.05,22.57,-10.54
3.02,1,-0.91,-0.14,-0.07,-13.98,35.68,-15.55
3.09,1,-0.92,-0.13,-0.08,-12.44,42.47,-16.89
3.17,1,-0.88,-0.14,-0.04,-14.31,46.37,-21.41
3.24,1,-0.82,-0.13,-0.16,-20.04,46.24,-19.86
3.32,1,-0.89,-0.18,-0.27,-16.86,7.15,-13.31
3.39,1,-1.09,-0.03,-0.68,11.29,-89.59,35.92
3.46,1,-0.90,-0.08,-0.25,7.87,-235.16,89.84
3.54,1,-0.86,-0.02,0.01,-4.95,-231.35,92.30
3.61,1,-0.78,0.05,0.28,-6.02,-114.22,41.15
3.68,1,-0.87,0.06,0.43,-12.93,8.24,-16.01
3.76,1,-0.81,0.03,0.36,-23.67,86.21,-50.43
3.84,1,-0.98,-0.03,0.30,-20.45,132.56,-63.75
3.91,1,-1.00,-0.10,0.19,-20.07,109.10,-43.19
3.98,1,-1.11,-0.13,-0.06,-29.89,70.08,1.84
4.06,1,-0.98,-0.05,0.03,8.82,51.19,-15.56
4.13,1,-0.37,0.05,0.02,-17.36,-26.82,3.59
4.2,1,-0.73,-0.03,0.20,-14.76,-51.67,11.34
4.28,1,-0.89,-0.04,0.13,-23.37,-13.85,14.91
4.35,1,-0.88,-0.04,0.07,-21.94,2.90,4.98
4.43,1,-0.54,0.01,0.36,-0.53,12.58,-8.71
4.5,1,-0.88,-0.26,-0.03,-21.01,72.03,-36.11
4.58,1,-0.80,-0.10,0.18,-17.49,25.66,-15.41
4.65,1,-0.85,-0.15,0.02,-13.18,26.69,-9.24
4.72,1,-0.95,-0.05,-0.00,-10.93,-7.00,3.91
4.8,1,-1.10,-0.07,0.03,-15.00,-25.80,4.53
4.88,1,-0.84,-0.07,-0.03,-18.90,-0.64,-6.24
4.95,1,-0.86,-0.08,0.07,-18.71,20.71,-12.86
5.02,1,-0.86,-0.17,-0.00,-5.46,19.93,-7.53
5.1,1,-0.88,-0.19,-0.03,-23.94,19.60,-11.62
5.17,1,-0.84,-0.15,-0.14,-13.42,7.17,-5.51
5.25,1,-0.85,-0.17,-0.26,-22.68,-13.80,-6.41
5.32,1,-0.88,0.01,-0.30,-17.15,-147.69,57.47
5.4,1,-0.72,-0.19,-0.01,18.10,-136.65,54.42
5.47,1,-0.78,-0.06,-0.09,-9.31,-63.12,21.20
5.54,1,-0.76,-0.00,0.13,-14.18,-69.13,23.85
5.61,1,-0.91,0.03,0.29,-23.19,-5.87,3.69
5.69,1,-0.90,-0.04,0.25,-24.82,70.83,-30.71
5.76,1,-0.94,-0.09,0.18,-20.73,93.38,-39.19
5.84,1,-1.03,-0.11,0.13,-26.23,86.97,-35.54
5.91,1,-1.05,-0.37,0.43,-21.93,29.12,10.85
5.99,1,-1.10,-0.12,0.07,-15.86,39.94,-4.02
6.06,1,-1.20,-0.06,0.01,-3.60,42.56,-22.98
6.14,1,-0.82,-0.18,-0.16,-13.27,13.44,-5.95
6.21,1,-1.67,0.19,-0.10,-24.73,30.79,-48.52
6.28,1,-0.76,-0.15,-0.10,4.57,-0.60,-17.98
6.36,1,-0.51,-0.12,-0.06,-2.51,16.66,-16.82
6.44,1,-0.90,-0.12,-0.02,-13.13,-6.69,-0.51
6.51,1,-0.95,-0.16,-0.03,-19.60,24.27,-9.47
6.58,1,-0.86,-0.06,-0.13,-19.92,-0.63,-5.69
6.66,1,-0.82,-0.19,-0.07,-14.82,18.94,-17.66
6.73,1,-0.99,-0.23,-0.11,-19.25,31.54,-11.31
6.8,1,-0.89,-0.21,-0.18,-20.52,20.67,-6.98
6.88,1,-0.91,-0.18,-0.17,-15.39,-10.40,0.45
6.96,1,-0.83,-0.20,-0.22,-18.05,-22.75,-0.42
