time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.78,1,-0.13,-0.33,-0.82,-9.00,29.03,-15.63
0.78,1,-0.13,-0.37,-0.79,-8.28,12.19,-8.42
0.78,1,-0.11,-0.46,-0.77,-13.93,4.45,-2.95
0.79,1,-0.12,-0.36,-0.77,-10.04,5.65,-1.00
0.79,1,-0.14,-0.38,-0.84,-16.02,2.91,1.73
0.79,1,-0.12,-0.39,-0.83,-19.98,-10.37,7.34
0.79,1,-0.12,-0.39,-0.80,-19.76,-17.95,11.78
0.8,1,-0.12,-0.39,-0.77,-5.48,-13.85,7.13
0.8,1,-0.17,-0.46,-0.81,-5.77,2.11,0.10
0.8,1,-0.13,-0.42,-0.80,-8.15,18.20,-9.43
0.8,1,-0.14,-0.38,-0.80,-8.04,15.10,-14.69
0.8,1,-0.12,-0.41,-0.80,-10.13,7.11,-16.44
0.8,1,-0.13,-0.40,-0.79,-13.84,1.37,-11.47
0.81,1,-0.13,-0.43,-0.81,-14.25,0.49,-3.27
0.81,1,-0.10,-0.39,-0.78,-13.02,1.82,6.63
0.81,1,-0.10,-0.42,-0.79,-11.26,3.72,7.96
0.81,1,-0.08,-0.41,-0.78,-12.44,2.75,6.21
0.82,1,-0.07,-0.42,-0.77,-13.02,3.15,0.10
0.82,1,-0.10,-0.42,-0.77,-12.39,4.08,-6.21
0.82,1,-0.05,-0.43,-0.81,-11.71,3.87,-5.45
0.82,1,-0.09,-0.40,-0.74,-11.55,0.71,-4.89
0.82,1,-0.10,-0.43,-0.78,-11.57,1.08,-11.52
0.83,1,-0.09,-0.43,-0.82,-14.50,-4.08,-10.54
0.83,1,-0.08,-0.41,-0.79,-13.93,-7.42,-3.21
0.83,1,-0.08,-0.44,-0.80,-16.37,-1.75,-2.01
0.83,1,-0.08,-0.44,-0.80,-12.89,1.07,-2.96
0.83,1,-0.05,-0.45,-0.81,-10.77,-5.55,-1.56
0.84,1,-0.07,-0.43,-0.81,-8.90,-7.55,-0.89
0.84,1,-0.10,-0.46,-0.82,-13.14,-2.89,1.86
0.84,1,-0.09,-0.42,-0.78,-17.98,8.48,0.81
0.84,1,-0.08,-0.46,-0.81,-13.67,4.97,3.89
0.85,1,-0.08,-0.45,-0.81,-17.41,-1.14,7.07
0.85,1,-0.10,-0.44,-0.80,-13.66,-9.93,9.05
0.85,1,-0.10,-0.44,-0.79,-14.29,-13.73,7.82
0.85,1,-0.10,-0.42,-0.80,-13.01,-17.26,6.40
0.85,1,-0.12,-0.43,-0.79,-14.44,-17.22,3.60
0.85,1,-0.11,-0.42,-0.78,-13.94,-14.65,1.93
0.85,1,-0.13,-0.42,-0.79,-13.50,-5.18,-2.96
0.86,1,-0.14,-0.41,-0.80,-21.60,8.54,-7.02
0.86,1,-0.12,-0.38,-0.79,-23.89,14.20,-8.20
0.86,1,-0.12,-0.43,-0.81,-15.15,12.87,-7.89
0.86,1,-0.11,-0.41,-0.81,-15.98,11.92,-9.02
0.87,1,-0.09,-0.42,-0.82,-17.20,10.89,-10.47
0.87,1,-0.10,-0.40,-0.79,-16.13,9.07,-9.30
0.87,1,-0.10,-0.40,-0.78,-9.18,12.28,-10.98
0.87,1,-0.08,-0.43,-0.79,-11.63,8.44,-8.63
0.87,1,-0.07,-0.40,-0.80,-12.59,-1.42,-1.99
0.87,1,-0.08,-0.40,-0.81,-12.27,-6.86,2.10
0.88,1,-0.07,-0.42,-0.81,-14.28,-10.26,5.42
0.88,1,-0.08,-0.42,-0.80,-8.34,-9.44,6.76
0.88,1,-0.09,-0.43,-0.81,-11.31,-6.55,6.12
0.88,1,-0.09,-0.42,-0.80,-14.28,-1.11,1.78
0.88,1,-0.09,-0.42,-0.79,-15.08,4.23,-3.92
0.89,1,-0.09,-0.42,-0.81,-15.10,5.79,-8.03
0.89,1,-0.08,-0.42,-0.81,-16.31,0.73,-4.92
0.89,1,-0.09,-0.42,-0.79,-15.22,-1.59,-1.50
0.89,1,-0.10,-0.42,-0.80,-12.69,-0.39,-0.27
0.89,1,-0.10,-0.42,-0.79,-13.73,0.55,0.71
0.9,1,-0.09,-0.43,-0.80,-13.80,-2.99,2.08
0.9,1,-0.09,-0.42,-0.79,-13.11,-8.58,2.91
0.9,1,-0.09,-0.41,-0.80,-10.65,-13.11,2.55
0.9,1,-0.10,-0.41,-0.80,-11.77,-15.18,2.87
0.9,1,-0.12,-0.43,-0.79,-11.91,-12.44,0.98
0.9,1,-0.13,-0.43,-0.79,-10.85,-3.73,-3.81
0.91,1,-0.12,-0.43,-0.79,-14.70,5.58,-6.95
0.91,1,-0.12,-0.43,-0.80,-15.65,10.37,-9.38
0.91,1,-0.09,-0.42,-0.81,-17.24,9.79,-7.76
0.91,1,-0.10,-0.42,-0.79,-13.72,6.33,-4.98
0.92,1,-0.11,-0.42,-0.80,-14.60,4.78,-3.28
0.92,1,-0.08,-0.43,-0.80,-14.88,8.08,-4.86
0.92,1,-0.09,-0.43,-0.80,-15.51,11.37,-4.11
0.92,1,-0.08,-0.41,-0.80,-14.76,13.13,-4.89
0.92,1,-0.08,-0.42,-0.80,-16.00,10.93,-4.72
0.92,1,-0.09,-0.41,-0.79,-14.02,6.18,-3.50
0.93,1,-0.06,-0.43,-0.78,-14.21,-1.58,-0.96
0.93,1,-0.08,-0.42,-0.79,-13.76,-7.31,0.69
0.93,1,-0.07,-0.41,-0.81,-11.53,-9.96,0.48
0.93,1,-0.08,-0.43,-0.81,-14.32,-9.13,1.29
0.93,1,-0.07,-0.42,-0.80,-14.01,-8.33,2.21
0.94,1,-0.09,-0.43,-0.83,-12.55,-5.45,2.00
0.94,1,-0.10,-0.42,-0.81,-11.63,-0.92,-0.56
0.94,1,-0.08,-0.42,-0.80,-17.84,3.65,-1.92
0.94,1,-0.09,-0.40,-0.79,-15.50,5.33,-2.60
0.94,1,-0.09,-0.41,-0.81,-12.98,5.90,-3.76
0.95,1,-0.08,-0.42,-0.80,-13.87,-0.19,-3.02
0.95,1,-0.07,-0.42,-0.80,-16.56,-11.51,1.91
0.95,1,-0.09,-0.40,-0.80,-10.08,-15.42,2.58
0.95,1,-0.10,-0.40,-0.79,-9.69,-11.99,0.50
0.95,1,-0.11,-0.40,-0.79,-11.94,-6.40,-1.50
0.95,1,-0.09,-0.41,-0.80,-13.61,-3.85,-0.47
0.96,1,-0.11,-0.42,-0.80,-15.40,-1.63,0.09
0.96,1,-0.09,-0.41,-0.79,-17.62,0.38,-1.10
0.96,1,-0.11,-0.40,-0.80,-18.09,2.63,-1.52
0.96,1,-0.11,-0.38,-0.79,-21.95,4.36,0.38
0.97,1,-0.10,-0.40,-0.81,-14.82,5.39,0.11
0.97,1,-0.09,-0.40,-0.79,-14.98,4.27,1.01
0.97,1,-0.10,-0.40,-0.83,-14.53,5.91,-1.20
0.97,1,-0.11,-0.39,-0.81,-8.40,8.24,-5.45
0.97,1,-0.10,-0.40,-0.81,-6.45,10.98,-10.21
0.97,1,-0.10,-0.42,-0.81,-9.20,14.26,-10.77
0.98,1,-0.08,-0.42,-0.79,-16.92,10.96,-9.85
0.98,1,-0.06,-0.40,-0.78,-14.09,1.56,-8.82
0.98,1,-0.04,-0.40,-0.78,-11.56,-9.28,-4.07
0.98,1,-0.08,-0.42,-0.79,-14.25,-9.64,2.47
0.98,1,-0.08,-0.42,-0.79,-16.36,-7.75,3.61
0.99,1,-0.09,-0.41,-0.81,-12.95,-5.29,3.88
0.99,1,-0.09,-0.43,-0.81,-10.06,-2.27,4.00
0.99,1,-0.10,-0.44,-0.80,-8.92,-3.24,3.79
0.99,1,-0.09,-0.46,-0.79,-14.60,-2.43,3.47
1.0,1,-0.11,-0.44,-0.79,-11.98,-8.84,3.72
1.0,1,-0.13,-0.44,-0.79,-11.27,-9.54,3.80
1.0,1,-0.14,-0.43,-0.80,-12.34,-10.84,5.18
1.0,1,-0.17,-0.41,-0.79,-10.14,-11.17,6.33
1.0,1,-0.17,-0.42,-0.79,-13.05,-10.75,7.92
1.0,1,-0.18,-0.41,-0.79,-16.08,-8.25,6.53
1.0,1,-0.19,-0.40,-0.77,-16.89,-7.82,3.44
1.01,1,-0.19,-0.40,-0.77,-17.76,-7.31,-0.13
1.01,1,-0.18,-0.41,-0.76,-17.83,-4.50,-3.56
1.01,1,-0.18,-0.41,-0.77,-15.59,-1.44,-5.06
1.02,1,-0.18,-0.41,-0.79,-14.03,1.05,-4.42
1.02,1,-0.17,-0.41,-0.79,-15.47,2.89,-2.69
1.02,1,-0.16,-0.41,-0.79,-14.74,5.23,-1.91
1.02,1,-0.16,-0.41,-0.78,-12.99,8.38,-1.92
1.02,1,-0.16,-0.41,-0.79,-12.47,12.15,-3.17
1.03,1,-0.15,-0.41,-0.79,-14.56,14.40,-4.37
1.03,1,-0.14,-0.40,-0.78,-15.37,15.41,-5.64
1.03,1,-0.12,-0.40,-0.79,-14.30,14.14,-6.41
1.03,1,-0.11,-0.40,-0.79,-12.93,11.38,-6.72
1.03,1,-0.10,-0.40,-0.80,-15.56,7.22,-5.91
1.04,1,-0.09,-0.41,-0.81,-16.79,2.70,-5.02
1.04,1,-0.09,-0.41,-0.81,-15.06,-0.92,-4.05
1.04,1,-0.09,-0.41,-0.82,-13.44,-3.39,-3.02
1.05,1,-0.09,-0.41,-0.81,-13.87,-5.32,-1.74
1.08,1,-0.09,-0.41,-0.81,-15.06,-6.57,-0.35
1.1,1,-0.10,-0.40,-0.82,-13.41,-6.34,0.25
1.13,1,-0.11,-0.41,-0.80,-12.47,-4.67,-0.34
1.17,1,-0.11,-0.40,-0.81,-13.95,-2.25,-1.06
1.17,1,-0.12,-0.39,-0.80,-15.73,-0.62,-1.39
1.17,1,-0.12,-0.40,-0.80,-15.02,0.13,-1.20
1.17,1,-0.11,-0.40,-0.79,-12.86,0.27,-1.24
1.19,1,-0.11,-0.39,-0.81,-12.88,-0.96,-1.18
1.2,1,-0.10,-0.40,-0.80,-14.21,-3.50,-1.02
1.2,1,-0.11,-0.40,-0.81,-14.26,-6.11,-1.00
1.2,1,-0.11,-0.40,-0.80,-12.57,-8.33,-0.30
1.2,1,-0.12,-0.40,-0.78,-14.39,-8.28,-0.27
1.2,1,-0.12,-0.39,-0.78,-14.92,-8.45,0.99
1.21,1,-0.11,-0.40,-0.77,-16.59,-2.82,-1.45
1.21,1,-0.13,-0.35,-0.82,-20.37,-2.42,-0.26
1.21,1,-0.13,-0.36,-0.81,-17.88,0.92,-7.40
1.21,1,-0.08,-0.38,-0.82,-12.60,-3.78,-5.10
1.22,1,-0.12,-0.39,-0.81,-14.47,-0.31,-6.53
1.22,1,-0.13,-0.38,-0.80,-15.86,4.05,-9.56
1.22,1,-0.13,-0.38,-0.80,-15.48,6.49,-9.97
1.22,1,-0.13,-0.40,-0.81,-13.82,7.61,-8.95
1.22,1,-0.12,-0.39,-0.81,-14.54,6.74,-6.80
1.22,1,-0.12,-0.40,-0.79,-15.51,4.16,-3.91
1.23,1,-0.11,-0.39,-0.80,-14.91,1.83,-0.64
1.23,1,-0.12,-0.39,-0.80,-14.18,-0.11,1.79
1.23,1,-0.12,-0.39,-0.82,-14.00,-1.73,3.02
1.23,1,-0.12,-0.38,-0.80,-12.47,-3.60,3.54
1.23,1,-0.12,-0.39,-0.82,-12.51,-4.79,3.29
1.24,1,-0.13,-0.38,-0.80,-13.18,-4.37,2.38
1.24,1,-0.13,-0.39,-0.81,-13.15,-2.10,0.75
1.24,1,-0.13,-0.38,-0.81,-14.10,-0.04,-0.44
1.25,1,-0.13,-0.38,-0.81,-14.42,0.90,-2.11
1.25,1,-0.13,-0.38,-0.81,-13.35,0.86,-2.95
1.25,1,-0.14,-0.39,-0.81,-12.14,1.24,-3.38
1.25,1,-0.13,-0.39,-0.81,-12.96,0.78,-3.55
1.25,1,-0.12,-0.38,-0.80,-15.02,-1.08,-3.13
1.25,1,-0.12,-0.38,-0.81,-14.98,-3.50,-2.73
1.26,1,-0.12,-0.38,-0.80,-13.35,-5.84,-1.82
1.26,1,-0.12,-0.39,-0.80,-12.67,-7.95,-0.94
1.27,1,-0.12,-0.38,-0.80,-13.40,-8.06,-0.31
1.27,1,-0.13,-0.39,-0.80,-14.15,-5.98,-0.69
1.27,1,-0.12,-0.39,-0.79,-14.02,-2.13,-1.28
1.27,1,-0.13,-0.38,-0.80,-13.24,1.73,-2.05
1.27,1,-0.13,-0.39,-0.80,-13.69,3.85,-2.10
1.28,1,-0.13,-0.39,-0.80,-14.67,4.65,-2.46
1.28,1,-0.12,-0.38,-0.80,-14.02,5.32,-2.74
1.28,1,-0.13,-0.38,-0.81,-13.44,6.35,-3.07
1.28,1,-0.12,-0.39,-0.80,-14.67,6.71,-3.41
1.29,1,-0.12,-0.38,-0.81,-15.56,6.21,-3.00
1.29,1,-0.11,-0.38,-0.80,-15.12,4.40,-2.06
1.29,1,-0.12,-0.39,-0.81,-12.93,2.11,-0.75
1.29,1,-0.12,-0.38,-0.81,-12.42,0.21,0.26
1.3,1,-0.12,-0.39,-0.81,-13.33,-0.74,1.16
1.3,1,-0.12,-0.39,-0.81,-13.89,-0.67,1.25
1.3,1,-0.12,-0.39,-0.81,-12.87,-0.15,0.86
1.3,1,-0.12,-0.39,-0.80,-12.37,0.32,-0.20
1.3,1,-0.11,-0.38,-0.80,-13.20,-0.35,-0.88
1.3,1,-0.12,-0.38,-0.81,-14.17,-1.23,-1.05
1.31,1,-0.12,-0.39,-0.81,-13.92,-2.16,-1.16
1.31,1,-0.12,-0.39,-0.81,-13.43,-2.76,-1.13
1.31,1,-0.13,-0.38,-0.81,-13.82,-3.07,-1.47
1.32,1,-0.12,-0.39,-0.81,-13.41,-2.86,-1.45
1.32,1,-0.13,-0.39,-0.81,-13.82,-2.72,-1.48
1.32,1,-0.12,-0.38,-0.80,-13.51,-1.96,-1.36
1.32,1,-0.12,-0.39,-0.80,-13.21,1.45,-3.58
1.33,1,-0.12,-0.39,-0.81,-14.57,1.40,-3.11
1.33,1,-0.12,-0.39,-0.80,-14.74,1.50,-3.07
1.33,1,-0.13,-0.40,-0.81,-13.39,2.96,-3.27
1.33,1,-0.14,-0.40,-0.83,-14.15,7.00,-5.08
1.34,1,-0.18,-0.41,-0.83,-14.76,13.01,-7.58
1.34,1,-0.37,-0.38,-0.73,-9.63,-16.68,-1.78
1.34,1,-0.27,-0.43,-0.66,-9.42,-95.08,31.64
1.35,1,-0.33,-0.41,-0.82,-6.72,-201.21,77.51
1.35,1,-0.31,-0.37,-0.76,-6.06,-164.98,61.37
1.37,1,-0.38,-0.28,-0.61,-16.92,-38.04,12.67
1.45,1,-0.42,-0.29,-0.57,-15.31,-0.87,-2.30
1.52,1,-0.50,-0.34,-0.63,-15.25,49.05,-22.82
1.6,1,-0.56,-0.39,-0.72,-17.92,69.56,-27.50
1.67,1,-0.57,-0.37,-0.69,-15.59,60.26,-23.66
1.75,1,-0.53,-0.35,-0.63,-14.31,42.02,-16.53
1.82,1,-0.54,-0.34,-0.61,-12.65,21.53,-3.67
1.89,1,-0.55,-0.29,-0.57,-13.01,0.79,7.50
1.97,1,-0.49,-0.31,-0.62,-12.79,-9.02,10.44
2.04,1,-0.51,-0.32,-0.63,-12.36,-18.01,9.07
2.12,1,-0.52,-0.33,-0.66,-13.69,-12.52,1.99
2.19,1,-0.54,-0.36,-0.69,-15.37,-0.11,-1.53
2.26,1,-0.51,-0.36,-0.68,-13.00,8.01,-5.31
2.34,1,-0.47,-0.37,-0.68,-12.45,2.99,-5.82
2.41,1,-0.45,-0.36,-0.72,-10.26,-5.54,-4.09
2.48,1,-0.45,-0.35,-0.74,-0.33,0.79,-9.05
2.56,1,-0.51,-0.38,-0.71,-4.55,23.24,-17.34
2.64,1,-0.34,-0.36,-0.72,-19.52,85.94,-37.92
2.71,1,-0.46,-0.39,-0.46,-21.15,-97.27,37.37
2.79,1,-0.67,-0.47,-0.63,-24.05,-190.09,69.93
2.86,1,-0.51,-0.33,-0.59,-8.73,-244.08,82.24
2.93,1,-0.35,-0.39,-0.30,-14.79,-85.56,24.49
3.01,1,-0.62,-0.24,-0.21,-16.39,-15.65,-1.89
3.08,1,-0.80,-0.26,-0.27,-18.93,50.70,-33.37
3.16,1,-1.04,-0.28,-0.38,-16.95,37.28,-22.79
3.23,1,-0.91,-0.23,-0.25,-0.18,-1.50,2.82
3.3,1,-0.85,-0.16,-0.16,2.50,-25.17,15.14
3.38,1,-0.71,-0.17,-0.21,-6.50,24.51,11.18
3.45,1,-0.82,-0.18,-0.29,-16.57,54.90,-3.21
3.53,1,-0.86,-0.25,-0.43,-13.87,62.68,-21.66
3.6,1,-0.80,-0.29,-0.49,-21.01,14.53,-11.81
3.68,1,-0.70,-0.31,-0.49,-16.69,-10.05,-4.36
3.75,1,-0.72,-0.32,-0.45,-11.57,-5.24,-5.36
3.82,1,-0.73,-0.29,-0.47,-12.69,-5.14,-1.40
3.9,1,-0.68,-0.24,-0.47,-14.58,28.21,-17.14
3.98,1,-0.67,-0.28,-0.47,-6.13,53.65,-28.50
4.05,1,-0.70,-0.29,-0.47,-4.49,56.68,-21.08
4.12,1,-0.70,-0.30,-0.50,-11.10,51.45,-11.89
4.2,1,-0.69,-0.32,-0.54,-13.78,51.49,-19.92
4.27,1,-0.75,-0.32,-0.51,-12.98,23.27,-14.01
4.35,1,-0.81,-0.20,-0.27,-6.15,-108.40,54.92
4.42,1,-0.82,-0.29,-0.53,-3.70,-204.96,75.44
4.5,1,-0.73,-0.27,-0.22,-1.11,-115.90,56.45
4.57,1,-0.77,-0.23,-0.37,-31.11,17.82,11.26
4.64,1,-0.83,-0.22,-0.50,-49.11,33.95,-3.36
4.72,1,-0.69,-0.08,-0.42,-6.58,-12.02,-13.70
4.79,1,-0.58,-0.19,-0.29,-20.37,-29.34,-6.08
4.86,1,-0.71,-0.24,-0.36,-24.74,-6.51,-7.04
4.94,1,-0.78,-0.37,-0.39,-25.52,58.82,-33.92
5.02,1,-0.87,-0.13,-0.32,-9.63,86.92,-40.83
5.09,1,-0.72,-0.22,-0.38,-19.55,89.37,-45.77
5.16,1,-0.74,-0.26,-0.43,-23.92,81.50,-31.40
5.24,1,-0.65,-0.29,-0.48,-25.12,63.09,-16.73
5.31,1,-0.67,-0.30,-0.54,-19.40,28.46,-4.28
5.39,1,-0.62,-0.35,-0.57,-11.11,-10.77,12.69
5.46,1,-0.66,-0.35,-0.61,-14.27,-24.73,12.15
5.53,1,-0.56,-0.35,-0.55,2.58,-5.88,13.43
5.61,1,-0.42,-0.33,-0.64,-3.92,2.87,-0.25
5.68,1,-0.58,-0.28,-0.55,-3.92,9.66,6.35
5.76,1,-0.54,-0.27,-0.57,7.66,-10.18,16.55
5.83,1,-0.57,-0.29,-0.55,-4.66,-2.38,1.27
5.9,1,-0.61,-0.27,-0.57,-16.11,1.01,-0.69
5.98,1,-0.62,-0.30,-0.57,-21.10,8.82,-8.92
6.06,1,-0.57,-0.35,-0.61,-20.44,25.92,-20.26
6.13,1,-0.51,-0.36,-0.63,-19.28,49.06,-28.85
6.2,1,-1.01,-0.41,-0.38,-10.50,-42.78,24.42
6.28,1,-0.89,-0.32,-0.57,0.00,-101.75,37.15
6.35,1,-0.67,-0.21,-0.51,3.22,-155.15,56.15
6.43,1,-0.58,-0.15,-0.46,-23.40,-120.91,33.92
6.5,1,-0.65,-0.20,-0.39,-23.11,-3.40,8.53
6.58,1,-0.71,-0.24,-0.46,-47.78,38.60,-9.84
6.65,1,-0.64,-0.19,-0.51,-9.60,39.53,-28.29
6.72,1,-0.71,-0.30,-0.44,-16.98,23.97,-14.75
6.8,1,-0.70,-0.29,-0.47,-20.57,20.74,-11.02
6.87,1,-0.76,-0.31,-0.45,-14.21,41.53,-23.81
