time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.71,1,-0.89,-0.15,-0.15,-13.29,1.35,-2.35
0.71,1,-0.88,-0.16,-0.15,-14.89,2.28,-2.92
0.71,1,-0.88,-0.16,-0.16,-14.79,2.84,-2.95
0.71,1,-0.88,-0.15,-0.15,-14.77,2.53,-3.26
0.71,1,-0.88,-0.15,-0.17,-15.40,1.47,-2.92
0.71,1,-0.87,-0.17,-0.17,-16.18,-0.35,-2.14
0.72,1,-0.87,-0.16,-0.17,-15.97,-1.96,-1.60
0.73,1,-0.87,-0.16,-0.16,-14.47,-2.11,-1.29
0.8,1,-0.88,-0.16,-0.15,-12.64,-0.77,-0.78
0.88,1,-0.89,-0.15,-0.14,-13.09,3.52,-3.23
0.95,1,-0.89,-0.15,-0.14,-14.37,12.49,-6.33
1.03,1,-0.90,-0.15,-0.12,-13.49,28.53,-12.33
1.1,1,-0.90,-0.18,-0.15,-16.83,39.00,-18.62
1.17,1,-0.85,-0.18,-0.25,-17.83,14.55,-8.89
1.24,1,-0.99,-0.19,-0.40,6.66,-37.30,0.32
1.32,1,-0.75,-0.18,-0.18,-9.35,-89.87,38.23
1.4,1,-0.86,-0.16,-0.17,-10.14,-118.82,47.40
1.47,1,-0.76,-0.16,-0.06,-20.22,-113.30,64.24
1.54,1,-1.04,-0.16,0.19,5.24,11.89,-5.26
1.62,1,-1.09,-0.01,0.24,-30.27,66.19,-31.28
1.69,1,-0.72,-0.15,0.08,-16.71,108.15,-38.21
1.77,1,-0.94,-0.03,-0.03,-13.82,100.23,-38.35
1.84,1,-0.88,-0.15,-0.11,-22.66,34.62,-19.56
1.92,1,-0.79,-0.20,-0.25,-14.33,31.95,-14.89
1.99,1,-0.91,-0.45,-0.36,-18.31,45.69,-18.99
2.07,1,-0.65,-0.22,-0.32,-22.09,52.60,-19.51
2.14,1,-0.78,-0.18,-0.34,-10.08,58.70,-21.78
2.22,1,-0.64,-0.15,-0.32,-7.89,22.56,-13.53
2.29,1,-1.06,-0.31,-0.44,-12.44,7.31,-4.53
2.36,1,-0.76,-0.23,-0.38,-15.19,-9.11,3.66
2.44,1,-0.65,-0.26,-0.35,-16.08,-22.66,8.41
2.51,1,-0.88,-0.24,-0.36,-10.93,-25.56,6.79
2.58,1,-0.84,-0.19,-0.30,-17.52,-25.31,4.32
2.66,1,-0.79,-0.26,-0.18,-21.17,-39.43,16.37
2.73,1,-0.84,-0.14,-0.22,-10.73,-3.27,7.49
2.81,1,-0.93,-0.22,-0.32,-17.02,24.13,-7.18
2.88,1,-0.80,-0.16,-0.12,-8.17,12.43,-5.44
2.96,1,-0.84,-0.25,-0.18,-16.52,39.34,-14.89
3.03,1,-0.64,-0.18,-0.31,-19.99,70.38,-27.71
3.11,1,-0.67,-0.28,-0.51,-25.59,76.90,-35.03
3.18,1,-0.56,-0.29,-0.55,-16.53,-47.19,9.26
3.26,1,-0.67,-0.23,-0.40,-10.02,-190.96,55.95
3.33,1,-0.65,-0.16,-0.52,-27.23,-160.48,67.36
3.4,1,-0.81,-0.03,-0.33,9.47,-91.32,30.63
3.48,1,-1.00,-0.19,0.06,-26.41,-7.16,-7.65
3.55,1,-0.86,-0.11,-0.00,-12.32,23.28,-11.50
3.62,1,-0.89,-0.24,-0.05,-5.76,45.07,-21.50
3.7,1,-1.03,-0.24,-0.20,-12.68,82.77,-27.56
3.78,1,-0.99,-0.23,-0.23,-18.44,42.58,-21.44
3.85,1,-0.91,-0.23,-0.31,-8.92,28.34,-19.39
3.92,1,-0.77,-0.14,-0.38,-32.36,21.23,-1.98
4.0,1,-1.14,-0.09,-0.15,4.76,-25.11,7.01
4.07,1,-0.69,-0.13,-0.12,-18.35,4.39,-7.79
4.14,1,-1.19,-0.16,-0.12,59.31,9.50,17.27
4.22,1,-0.43,-0.17,-0.23,-41.19,59.86,-19.97
4.3,1,-0.76,-0.23,-0.47,-5.04,30.71,-10.00
4.37,1,-0.94,-0.70,-0.60,12.50,-15.24,-11.84
4.44,1,-0.79,-0.14,-0.17,-17.89,-57.78,13.50
4.52,1,-0.91,-0.20,-0.26,-8.60,-38.98,10.37
4.59,1,-1.14,-0.56,-0.31,-18.60,-6.04,3.87
4.67,1,-0.87,-0.09,-0.34,-22.80,23.66,-10.66
4.74,1,-0.79,-0.15,-0.55,-37.14,48.29,-13.73
4.82,1,-0.89,-0.25,-0.04,-13.04,21.35,-8.88
4.89,1,-0.82,-0.21,-0.18,-20.15,45.57,-20.55
4.96,1,-0.63,-0.21,-0.33,-19.62,42.57,-24.44
5.04,1,-0.46,-0.19,-0.41,-27.51,0.10,-0.27
5.11,1,-0.59,-0.25,-0.55,-23.16,-58.11,17.24
5.19,1,-0.84,-0.16,-0.40,-6.18,-137.72,44.47
5.26,1,-0.86,-0.09,-0.50,-7.69,-144.92,47.43
5.34,1,-0.76,-0.18,-0.38,-18.08,-77.71,21.17
5.41,1,-0.78,-0.18,-0.22,-14.43,50.66,-19.25
5.48,1,-0.88,-0.23,-0.37,-7.48,148.76,-48.69
5.56,1,-0.86,-0.23,-0.45,-5.31,164.24,-49.27
5.64,1,-0.87,-0.29,-0.72,-21.27,104.92,-22.10
5.71,1,-0.57,-0.44,-0.52,9.97,12.43,2.02
5.78,1,-0.89,-0.50,-0.63,-44.23,20.78,-11.69
5.86,1,-0.50,-0.10,-0.71,-22.29,-8.08,23.44
5.93,1,-0.61,-0.28,-0.59,-8.52,-41.30,14.21
6.0,1,-0.52,-0.27,-0.69,-20.08,-51.96,1.99
6.08,1,-0.79,-0.26,-0.49,-12.34,-61.17,21.92
6.16,1,-0.73,-0.18,-0.40,-25.04,15.78,-14.21
6.23,1,-0.86,-0.37,-0.52,-27.49,24.64,-4.64
6.3,1,-0.36,-0.22,-0.29,-14.97,-1.59,3.53
6.37,1,-0.78,-0.44,-0.56,1.11,-2.73,-5.52
6.45,1,-0.70,-0.29,-0.51,-18.76,-18.14,4.88
6.52,1,-0.71,-0.24,-0.45,-16.76,5.85,-5.51
6.6,1,-0.74,-0.30,-0.90,4.24,47.43,-21.74
6.67,1,-0.87,-0.39,-0.57,-20.85,47.06,-24.64
6.75,1,-0.70,-0.33,-0.56,-11.73,12.82,-10.04
6.82,1,-0.60,-0.19,-0.73,-20.60,-23.00,1.50
6.89,1,-0.44,-0.20,-0.58,7.46,-63.15,28.52
6.97,1,-0.51,-0.41,-0.80,-29.58,-65.33,2.27
7.04,1,-0.49,-0.42,-0.50,21.13,-43.44,22.39
7.12,1,-0.45,-0.15,-0.24,-7.24,-59.55,13.28
7.19,1,-0.72,-0.37,-0.59,-5.18,-44.90,16.31
7.27,1,-0.54,-0.37,-0.52,-14.85,3.26,8.13
7.34,1,-0.66,-0.34,-0.49,-19.62,47.73,-10.06
7.42,1,-0.77,-0.30,-0.55,-33.98,86.66,-15.28
7.49,1,-0.41,-0.14,-0.40,1.69,80.31,-23.50
7.56,1,-0.50,-0.58,-0.29,-3.29,19.92,3.53
7.64,1,-0.59,0.03,-1.73,-24.94,15.08,1.78
7.71,1,-0.64,-0.40,-0.52,11.11,-36.78,9.21
7.79,1,-0.58,-0.31,-0.61,-32.60,-65.32,12.80
7.86,1,-0.54,-0.19,-0.50,-7.44,-57.69,15.25
7.94,1,-0.68,-0.28,-0.59,-37.09,-27.06,-2.53
8.01,1,-0.49,0.27,0.21,0.41,-55.56,49.73
8.08,1,-0.93,-0.55,-0.54,1.44,4.92,5.37
8.16,1,-0.61,-0.30,-0.49,-12.47,25.43,-18.55
8.23,1,-0.75,-0.36,-0.41,-10.67,32.73,-6.21
8.31,1,-0.61,-0.26,-0.50,-6.82,30.88,-5.95
8.38,1,-0.67,-0.29,-0.54,-10.11,33.44,-13.23
8.45,1,-0.63,-0.25,-0.61,-6.73,30.21,-8.62
8.53,1,-0.54,-0.23,-0.32,-19.66,7.16,-15.18
8.61,1,-0.62,-0.32,-0.58,-13.28,18.67,-15.76
8.68,1,-0.47,-0.27,-0.60,-20.50,0.78,-9.69
8.75,1,-0.52,-0.39,-0.74,3.95,-29.01,12.45
8.83,1,-0.54,-0.56,-0.73,-23.73,-79.98,5.34
8.9,1,-0.55,-0.44,-2.00,7.99,-124.40,56.82
8.98,1,-0.65,-0.29,-0.64,-3.11,-85.08,17.98
9.05,1,-0.75,-0.29,-0.64,-14.44,-24.37,-5.29
9.12,1,-0.34,-0.12,-0.59,-10.62,-30.34,-6.92
9.2,1,-0.62,-0.38,-0.57,-10.36,18.31,-10.76
9.27,1,-0.57,-0.32,-0.50,-12.27,46.20,-2.65
9.35,1,-0.61,-0.35,-0.46,-18.70,81.44,-17.73
9.42,1,-0.53,-0.24,-0.55,-10.92,118.60,-26.40
9.5,1,-0.69,-0.49,-0.86,-65.56,78.00,-20.79
9.57,1,-0.91,-0.30,-0.35,0.27,19.32,2.49
9.65,1,-1.03,-0.44,-0.93,-39.49,-28.29,-13.63
9.72,1,-0.59,-0.25,-0.60,18.08,-55.95,25.38
9.8,1,-0.50,-0.40,-0.49,-28.27,-42.31,-15.52
9.87,1,-0.64,-0.40,-0.56,-24.36,2.12,5.12
9.94,1,-0.51,-0.30,-0.63,-24.98,8.31,-4.79
10.01,1,-0.68,-0.46,-0.27,-14.02,4.57,-3.76
10.09,1,-0.77,-0.52,-0.61,-21.47,38.07,-14.83
10.17,1,-0.67,-0.26,-0.55,-14.21,40.31,-16.61
10.24,1,-0.57,-0.34,-0.57,-7.15,34.19,-7.18
10.31,1,-0.59,-0.30,-0.55,-6.31,31.56,-8.02
10.39,1,-0.67,-0.65,-0.90,10.53,19.82,3.07
10.46,1,-0.39,-0.45,-0.65,-17.20,-14.73,-3.21
10.54,1,-0.30,-0.31,-0.70,-23.59,-38.24,6.87
10.61,1,-0.45,-0.32,-0.64,-21.29,-103.54,25.34
10.69,1,-0.35,-0.30,-0.71,-13.32,-78.31,7.51
10.76,1,-0.47,-0.39,-0.78,-23.60,-17.45,-9.03
10.83,1,-0.69,-0.40,-0.93,1.60,-30.02,5.87
10.91,1,-0.55,-0.25,-0.65,-10.29,-4.29,-1.76
10.98,1,-0.54,-0.32,-0.63,-19.67,26.95,-5.59
11.06,1,-0.61,-0.68,-0.42,-14.34,54.75,-5.95
11.13,1,-0.35,-0.31,-0.76,-5.78,114.73,-27.24
11.21,1,-0.36,-0.11,-0.53,-18.36,101.68,-32.70
11.28,1,-0.42,-0.23,-0.44,14.01,4.47,9.77
11.35,1,-0.31,-0.30,-0.71,-57.15,-12.16,-2.11
11.43,1,-0.67,-0.30,-0.78,20.01,-45.00,40.73
11.5,1,-0.61,-0.52,-0.60,-8.18,-41.92,-7.34
11.58,1,-0.51,-0.34,-0.69,-21.94,-55.61,12.85
11.65,1,-0.61,-0.40,-0.73,-13.65,-34.85,11.17
11.73,1,-0.59,-0.40,-0.64,-20.01,-22.86,-0.15
11.8,1,-0.55,-0.32,-0.55,-15.80,-16.97,-6.00
11.87,1,-0.70,-0.07,-0.34,-21.35,-18.99,-9.57
11.95,1,-0.53,-0.25,-0.53,-21.00,17.04,-17.78
12.03,1,-0.66,-0.30,-0.57,-15.94,27.27,-21.53
12.1,1,-0.62,-0.32,-0.59,-15.10,39.98,-16.64
12.17,1,-0.63,-0.33,-0.60,-15.26,76.16,-23.92
12.25,1,-0.51,-0.33,-0.61,-8.34,77.42,-25.57
12.32,1,-0.39,-0.27,-0.59,-18.76,55.23,-11.88
12.39,1,-0.45,-0.28,-0.56,-21.76,-0.58,3.92
12.47,1,-0.25,-0.25,-0.48,-15.48,-80.77,28.27
12.55,1,-0.51,-0.63,-0.76,-11.48,-112.37,52.03
12.62,1,-0.40,-0.32,-0.45,-30.07,-83.43,16.97
12.69,1,-0.37,-0.40,-0.63,-24.90,-32.27,-4.38
12.77,1,-0.58,-0.30,-0.69,-21.92,-23.04,3.21
12.84,1,-0.75,-0.91,-0.82,2.52,-12.88,0.53
12.91,1,-0.52,-0.27,-0.54,-12.07,19.30,-2.61
12.99,1,-0.25,-0.22,-0.83,-26.96,77.88,-31.29
13.07,1,-0.44,-0.36,-0.81,-14.76,145.22,-43.34
13.14,1,-0.51,-0.45,-0.71,-10.20,160.59,-52.28
13.21,1,-0.42,-0.29,-0.45,-24.28,74.87,-51.67
13.29,1,-0.41,-0.44,-0.84,-7.37,-45.56,23.80
13.36,1,-0.25,-0.53,-0.57,2.78,-64.11,16.98
13.44,1,-0.51,-0.42,-0.75,-18.82,-75.35,15.17
13.51,1,-0.37,-0.31,-0.61,-16.25,-73.31,21.79
13.58,1,-1.18,0.19,-1.19,0.52,12.18,-22.45
13.66,1,-0.71,-0.20,-0.64,-10.65,-7.56,-8.36
13.73,1,-0.46,-0.34,-0.65,-9.31,-8.08,-8.35
13.81,1,-0.48,-0.35,-0.65,-17.65,17.67,-14.44
13.88,1,-0.52,-0.31,-0.65,-15.95,8.73,-6.04
13.95,1,-0.50,-0.30,-0.67,-9.51,8.66,0.67
14.03,1,-0.51,-0.34,-0.66,-4.59,25.23,-2.60
14.11,1,-0.51,-0.39,-0.70,-11.54,42.28,-4.25
14.18,1,-0.42,-0.32,-0.62,-11.44,53.14,-7.12
14.25,1,-0.36,-0.32,-0.63,-11.69,38.40,-12.23
14.33,1,-0.61,-0.33,-0.75,-0.06,16.18,-1.92
14.4,1,-0.30,-0.22,-0.49,-19.29,-51.94,-0.90
14.48,1,-0.43,-0.36,-0.69,-16.40,-109.08,23.15
14.55,1,-0.43,-0.47,-0.72,-12.39,-119.56,30.85
14.63,1,-0.43,-0.40,-0.59,-28.57,-77.05,3.57
14.7,1,-0.61,-0.31,-0.47,-17.93,-13.80,-0.79
14.77,1,-0.66,-0.28,-0.55,-3.53,-0.08,7.60
14.85,1,-0.74,-0.31,-0.63,-19.10,24.80,-2.94
14.92,1,-0.61,-0.30,-0.59,6.24,35.13,-5.53
14.99,1,-0.66,-0.17,-0.62,11.80,55.69,-20.25
15.07,1,-0.54,-0.39,-0.52,-6.08,66.66,-20.31
15.14,1,-0.39,-0.33,-0.49,-14.95,85.49,-6.82
15.22,1,-0.63,-0.40,-0.54,-7.40,35.23,-6.73
15.29,1,-0.55,-0.65,-0.43,-38.82,-80.52,1.10
15.37,1,-0.94,-0.50,-0.23,-9.12,-8.27,14.18
15.44,1,-0.58,-0.02,-0.52,-50.19,9.43,-7.23
15.52,1,-0.43,-0.37,-1.03,26.02,10.88,8.90
15.59,1,-1.02,-0.25,-0.29,-20.76,-40.44,6.01
15.66,1,-0.58,-0.21,-0.60,1.47,-32.22,6.76
15.74,1,-0.67,-0.23,-0.65,17.42,-15.53,6.51
15.81,1,-0.51,-0.20,-0.72,-3.11,-23.60,7.15
15.88,1,-0.57,-0.33,-0.56,-5.95,11.40,5.50
