time(s),boardID,aX,aY,aZ,gX,gY,gZ
0.7,1,-0.50,-0.49,-0.83,18.60,9.45,-5.69
0.7,1,-0.34,-0.45,-0.76,18.31,9.42,-5.65
0.7,1,-0.34,-0.30,-0.69,18.80,9.54,-5.70
0.71,1,-0.51,-0.15,-0.62,18.66,9.56,-6.03
0.71,1,-0.66,-0.53,-0.60,18.65,9.66,-5.79
0.71,1,-0.54,-0.31,-0.62,18.59,9.52,-5.79
0.71,1,-0.44,-0.39,-0.72,18.73,9.41,-5.78
0.71,1,-0.43,-0.32,-0.75,18.73,9.31,-5.99
0.72,1,-0.46,-0.34,-0.68,18.56,9.50,-5.69
0.73,1,-0.48,-0.34,-0.68,18.61,9.15,-5.71
0.74,1,-0.50,-0.34,-0.67,18.70,9.57,-5.78
0.74,1,-0.47,-0.33,-0.69,18.70,9.68,-5.76
0.74,1,-0.46,-0.33,-0.64,18.50,9.42,-5.58
0.74,1,-0.44,-0.38,-0.63,18.53,9.79,-5.84
0.75,1,-0.40,-0.35,-0.66,18.71,9.59,-5.93
0.75,1,-0.41,-0.44,-0.89,18.98,9.50,-5.87
0.75,1,-0.30,-0.32,-0.75,18.64,9.26,-5.57
0.75,1,-0.31,-0.36,-0.81,18.70,9.43,-5.60
0.76,1,-0.40,-0.23,-0.45,18.60,9.11,-5.73
0.76,1,-0.59,-0.28,-0.77,18.54,9.39,-6.05
0.76,1,-0.43,-0.28,-0.75,18.42,9.26,-6.18
0.76,1,-0.45,-0.33,-0.64,18.60,9.53,-6.38
0.77,1,-0.47,-0.37,-0.63,18.53,9.66,-6.40
0.77,1,-0.45,-0.31,-0.70,18.76,9.66,-6.18
0.77,1,-0.46,-0.38,-0.75,18.53,9.55,-6.29
0.77,1,-0.40,-0.33,-0.71,18.56,9.44,-6.23
0.77,1,-0.39,-0.35,-0.73,18.68,9.57,-6.45
0.77,1,-0.39,-0.25,-0.65,18.60,9.51,-6.18
0.77,1,-0.44,-0.32,-0.59,18.75,9.40,-6.38
0.78,1,-0.51,-0.35,-0.80,18.66,9.58,-6.36
0.78,1,-0.48,-0.31,-0.56,18.81,9.22,-6.14
0.78,1,-0.49,-0.37,-0.67,18.69,9.45,-6.34
0.78,1,-0.53,-0.36,-0.67,18.77,9.45,-6.31
0.79,1,-0.46,-0.31,-0.64,18.77,9.49,-6.49
0.79,1,-0.45,-0.32,-0.69,18.84,9.55,-6.30
0.79,1,-0.44,-0.33,-0.71,18.52,9.48,-6.33
0.79,1,-0.44,-0.34,-0.70,18.74,9.51,-6.38
0.79,1,-0.45,-0.38,-0.66,18.53,9.47,-6.25
0.79,1,-0.45,-0.36,-0.68,18.63,9.37,-6.34
0.8,1,-0.45,-0.34,-0.66,18.80,9.53,-6.37
0.8,1,-0.44,-0.36,-0.64,18.56,9.47,-6.43
0.8,1,-0.39,-0.34,-0.78,18.68,9.47,-6.37
0.8,1,-0.32,-0.38,-0.79,18.81,9.58,-6.55
0.8,1,-0.40,-0.40,-0.54,18.61,9.17,-6.44
0.81,1,-0.44,-0.32,-0.68,18.65,9.38,-6.38
0.81,1,-0.38,-0.34,-0.78,18.57,9.44,-6.37
0.81,1,-0.42,-0.37,-0.77,18.56,9.43,-6.49
0.81,1,-0.43,-0.33,-0.68,18.69,9.59,-6.31
0.82,1,-0.46,-0.35,-0.67,18.69,9.34,-6.22
0.82,1,-0.46,-0.34,-0.68,18.62,9.38,-6.37
0.82,1,-0.50,-0.36,-0.74,18.89,9.50,-6.36
0.82,1,-0.42,-0.34,-0.66,18.77,9.60,-6.53
0.82,1,-0.41,-0.33,-0.72,18.66,9.81,-6.39
0.82,1,-0.35,-0.27,-0.59,18.64,9.76,-6.30
0.83,1,-0.51,-0.27,-0.70,18.51,9.58,-6.56
0.83,1,-0.38,-0.27,-0.71,18.91,9.69,-6.35
0.83,1,-0.47,-0.40,-0.89,18.98,9.53,-6.28
0.83,1,-0.38,-0.37,-0.71,18.65,9.40,-6.34
0.84,1,-0.44,-0.29,-0.64,18.66,9.50,-6.34
0.84,1,-0.47,-0.36,-0.70,18.85,9.44,-6.24
0.84,1,-0.44,-0.35,-0.72,18.62,9.66,-6.33
0.84,1,-0.43,-0.33,-0.65,18.53,9.50,-6.58
0.84,1,-0.44,-0.32,-0.70,18.73,9.53,-6.33
0.84,1,-0.43,-0.34,-0.72,18.79,9.21,-6.57
0.85,1,-0.44,-0.33,-0.64,18.65,9.44,-6.22
0.85,1,-0.45,-0.33,-0.64,18.56,9.34,-6.42
0.85,1,-0.44,-0.33,-0.69,18.60,9.44,-6.34
0.85,1,-0.44,-0.32,-0.76,18.79,9.66,-6.61
0.85,1,-0.39,-0.33,-0.72,18.63,9.56,-6.60
0.86,1,-0.35,-0.39,-0.75,18.76,9.60,-6.54
0.86,1,-0.34,-0.42,-0.68,18.86,9.21,-6.38
0.86,1,-0.40,-0.33,-0.67,18.65,9.33,-6.35
0.86,1,-0.43,-0.30,-0.73,18.61,9.15,-5.94
0.87,1,-0.43,-0.35,-0.73,18.66,9.39,-6.24
0.87,1,-0.43,-0.36,-0.69,18.71,9.40,-6.48
0.87,1,-0.44,-0.35,-0.68,18.67,9.37,-6.19
0.87,1,-0.44,-0.34,-0.67,18.81,9.60,-6.08
0.87,1,-0.48,-0.32,-0.72,18.81,9.45,-6.16
0.87,1,-0.44,-0.33,-0.69,18.69,9.88,-6.53
0.87,1,-0.46,-0.32,-0.74,18.52,9.82,-6.55
0.88,1,-0.36,-0.27,-0.61,18.76,9.62,-6.44
0.88,1,-0.47,-0.37,-0.73,18.77,9.40,-6.44
0.88,1,-0.32,-0.29,-0.65,18.66,9.68,-6.27
0.88,1,-0.37,-0.45,-0.62,18.63,9.44,-6.36
0.89,1,-0.45,-0.38,-0.70,18.73,9.27,-6.22
0.89,1,-0.47,-0.35,-0.64,18.62,9.32,-6.41
0.89,1,-0.45,-0.36,-0.68,18.61,9.34,-6.35
0.89,1,-0.44,-0.35,-0.70,18.58,9.52,-6.24
0.89,1,-0.43,-0.32,-0.69,18.66,9.31,-6.50
0.89,1,-0.41,-0.30,-0.68,18.62,9.49,-6.47
0.89,1,-0.44,-0.35,-0.73,18.81,9.51,-6.25
0.9,1,-0.44,-0.38,-0.68,18.66,9.47,-6.28
0.9,1,-0.44,-0.34,-0.67,18.66,9.31,-6.21
0.95,1,-0.42,-0.33,-0.67,18.63,9.69,-6.48
1.02,1,-0.45,-0.42,-0.71,18.58,9.63,-6.37
1.1,1,-0.41,-0.35,-0.73,18.65,9.47,-6.52
1.17,1,-0.37,-0.37,-0.71,18.63,9.54,-6.46
1.25,1,-0.41,-0.28,-0.68,18.75,9.74,-6.56
1.32,1,-0.44,-0.30,-0.63,18.57,9.66,-6.68
1.39,1,-0.27,-0.37,-0.83,18.45,9.67,-6.79
1.47,1,-0.30,-0.35,-0.68,18.84,8.85,-6.00
1.54,1,-0.46,-0.38,-0.68,18.58,7.93,-5.19
1.62,1,-0.55,-0.40,-0.83,18.48,8.02,-5.06
1.69,1,-0.64,-0.33,-0.52,18.81,8.66,-5.61
1.77,1,-0.72,-0.13,-0.49,18.86,9.20,-6.23
1.84,1,-0.66,-0.33,-0.53,18.95,9.75,-6.60
1.91,1,-0.69,-0.30,-0.47,18.66,9.84,-6.81
1.99,1,-0.65,-0.28,-0.49,18.62,10.18,-6.81
2.06,1,-0.51,-0.45,-0.41,18.50,9.98,-6.75
2.14,1,-0.60,-0.32,-0.47,18.56,10.02,-6.76
2.21,1,-0.61,-0.37,-0.85,18.50,9.82,-6.47
2.29,1,-0.64,-0.28,-0.73,18.82,9.43,-6.02
2.36,1,-0.42,-0.34,-0.73,18.58,9.62,-6.15
2.43,1,-0.50,-0.31,-0.43,18.67,9.57,-6.87
2.51,1,-0.51,-0.30,-0.64,18.89,9.65,-6.56
2.58,1,-0.53,-0.34,-0.62,18.89,9.37,-6.12
2.66,1,-0.46,-0.45,-0.57,18.47,9.18,-6.34
2.73,1,-0.49,-0.39,-0.41,18.52,9.07,-6.01
2.81,1,-0.67,-0.23,-0.48,18.79,8.82,-6.05
2.88,1,-0.64,-0.29,-0.76,18.66,9.33,-6.26
2.95,1,-0.80,-0.21,-0.43,18.63,9.35,-6.52
3.03,1,-0.70,-0.71,-0.85,18.33,9.69,-6.76
3.1,1,-0.67,-0.19,-0.67,18.60,9.53,-6.50
3.17,1,-0.56,-0.36,-0.64,18.73,9.98,-6.40
3.25,1,-0.36,-0.37,-0.69,18.53,9.85,-6.65
3.33,1,-0.28,-0.30,-0.84,18.86,9.79,-6.81
3.4,1,-0.21,-0.24,-0.80,18.66,9.12,-6.41
3.47,1,-0.06,-0.11,-0.78,18.89,8.21,-5.27
3.55,1,-0.24,-0.22,-0.57,18.74,8.11,-5.63
3.62,1,-0.51,-0.40,-0.74,18.57,8.59,-5.74
3.7,1,-0.54,-0.25,-0.76,18.71,10.05,-6.87
3.77,1,-0.64,-0.36,-0.81,18.81,10.45,-6.85
3.85,1,-0.51,-0.19,-0.76,18.69,10.40,-7.01
3.92,1,-0.36,-0.31,-0.55,18.76,10.07,-6.92
3.99,1,-0.21,-0.35,-0.36,18.72,9.73,-6.37
4.07,1,-0.60,-0.45,-1.08,18.77,9.31,-6.47
4.14,1,-0.30,-0.33,-0.72,18.66,9.29,-6.30
4.21,1,-0.14,-0.33,-0.82,18.40,9.02,-6.14
4.29,1,-0.38,-0.25,-0.76,18.46,9.00,-5.85
4.37,1,-0.49,-0.30,-0.62,18.65,9.27,-6.02
4.44,1,-0.73,-0.30,-0.59,18.70,9.27,-6.13
4.51,1,-0.32,-0.14,-0.51,18.85,9.38,-6.32
4.59,1,-0.58,-0.33,-0.55,18.95,9.50,-6.45
4.66,1,-0.61,-0.33,-0.60,18.76,9.59,-6.69
4.74,1,-0.61,-0.40,-0.60,18.86,9.53,-6.44
4.81,1,-0.50,-0.26,-0.71,18.53,9.98,-6.75
4.89,1,-0.35,-0.50,-0.59,18.70,10.21,-6.90
4.96,1,-0.68,-0.34,-0.69,18.73,9.71,-6.60
5.03,1,-0.25,-0.35,-0.73,18.59,9.20,-5.94
5.11,1,-0.27,-0.29,-0.66,18.92,8.79,-5.80
5.18,1,-0.49,-0.43,-1.00,18.80,8.30,-5.53
5.25,1,-0.57,-0.58,-0.99,18.57,7.21,-5.02
5.33,1,-0.90,-0.30,-0.38,18.66,8.22,-5.35
5.4,1,-0.75,-0.15,-0.26,18.64,9.33,-6.36
5.48,1,-0.81,-0.26,-0.46,18.73,9.72,-6.55
5.55,1,-0.74,-0.24,-0.43,18.50,10.72,-7.40
5.63,1,-0.78,-0.37,-0.39,18.60,10.88,-7.12
5.7,1,-0.60,-0.12,-0.34,18.40,9.89,-7.05
5.78,1,-0.77,-0.67,-0.81,18.92,9.56,-6.88
5.85,1,-0.53,-0.45,-0.38,18.77,9.09,-6.14
5.92,1,-0.58,-0.33,-0.39,18.59,9.00,-5.82
6.0,1,-0.63,-0.27,-0.38,18.65,9.41,-6.21
6.07,1,-0.75,-0.14,-0.46,18.55,9.44,-6.16
6.15,1,-0.87,-0.39,-0.39,18.63,9.31,-6.24
6.22,1,-0.31,-0.32,-0.61,18.58,9.77,-6.51
6.3,1,-0.87,-0.16,-0.33,18.62,9.44,-6.32
6.37,1,-0.78,-0.25,-0.52,18.66,9.65,-6.72
6.44,1,-0.67,-0.31,-0.46,18.47,9.88,-6.70
6.52,1,-0.72,-0.26,-0.43,18.56,9.61,-6.65
6.59,1,-0.75,-0.24,-0.46,18.79,9.87,-6.75
6.67,1,-0.67,-0.40,-0.54,18.78,10.04,-6.79
6.74,1,-0.56,-0.26,-0.55,18.78,10.00,-6.55
6.82,1,-0.49,-0.30,-0.56,18.75,9.60,-6.25
6.89,1,-0.50,-0.37,-0.59,18.62,9.19,-5.94
6.96,1,-0.61,-0.02,-1.02,18.73,8.56,-5.63
7.04,1,-0.33,-0.30,-0.57,18.71,8.44,-5.76
7.11,1,-0.70,-0.24,-0.85,18.63,8.66,-5.78
7.18,1,-0.72,-0.46,-0.51,18.68,9.01,-6.21
7.26,1,-0.83,-0.23,-0.22,18.79,9.03,-6.27
7.34,1,-0.75,-0.37,-0.32,18.50,10.02,-7.12
7.41,1,-0.84,-0.37,-0.33,18.71,10.21,-6.66
7.48,1,-0.76,-0.24,-0.51,18.60,10.55,-6.98
7.56,1,-0.66,-0.30,-0.58,18.43,10.33,-6.70
7.63,1,-0.54,0.04,-0.14,18.82,9.75,-6.31
7.7,1,-0.32,-0.28,-0.96,18.46,9.66,-6.73
7.78,1,-0.76,-0.45,-0.63,18.79,8.85,-5.66
7.86,1,-0.72,-0.21,-0.44,18.66,8.88,-5.95
7.93,1,-0.91,-0.27,-0.56,18.79,8.89,-5.97
8.0,1,-0.69,0.05,-0.18,18.66,9.33,-6.14
8.08,1,-0.70,-0.35,-0.45,18.76,9.45,-6.41
8.15,1,-0.68,-0.15,-0.19,18.80,9.46,-6.15
8.23,1,-0.71,-0.33,-0.49,18.54,9.47,-6.31
8.3,1,-0.70,-0.23,-0.49,18.73,9.39,-6.34
8.38,1,-0.69,-0.40,-0.44,18.82,9.36,-6.24
8.45,1,-0.73,-0.28,-0.43,18.54,9.66,-6.52
8.52,1,-0.78,-0.25,-0.46,18.70,9.85,-6.52
8.6,1,-0.69,-0.26,-0.48,18.72,9.87,-6.67
8.67,1,-0.51,-0.33,-0.72,18.60,10.17,-6.86
8.75,1,-0.48,-0.34,-0.50,18.81,9.51,-6.73
8.82,1,-0.22,-0.35,-0.58,18.63,9.19,-6.33
8.89,1,-0.23,-0.50,-1.93,18.71,8.25,-5.31
8.97,1,-0.68,-0.42,-0.48,18.66,7.41,-5.00
9.04,1,-0.55,-0.21,-0.25,18.71,8.18,-5.47
9.12,1,-0.59,-0.13,-0.24,18.78,9.22,-6.05
9.19,1,-0.74,-0.17,-0.26,18.63,10.00,-6.88
9.27,1,-0.81,-0.28,-0.39,18.63,10.84,-7.35
9.34,1,-0.79,-0.27,-0.42,18.79,10.92,-7.17
9.42,1,-0.56,-0.27,-0.28,18.62,10.11,-6.20
9.49,1,-0.40,-0.45,-0.14,18.69,10.04,-6.32
9.56,1,-0.10,-0.36,-0.04,18.51,9.67,-7.09
9.64,1,-0.68,-0.77,-0.75,18.99,9.08,-6.19
9.71,1,-0.74,-0.41,-0.47,18.67,8.66,-5.87
9.79,1,-1.93,-0.47,-0.01,18.89,9.51,-6.34
9.86,1,-0.37,-0.38,-0.18,18.66,9.89,-6.76
9.93,1,-0.51,-0.17,-0.73,18.73,9.72,-6.67
10.01,1,-0.59,-0.28,-0.72,18.98,9.36,-6.03
10.08,1,-0.60,-0.21,-0.45,18.75,9.27,-6.34
10.16,1,-0.77,-0.26,-0.56,18.70,9.60,-6.36
10.23,1,-0.71,-0.22,-0.45,18.77,9.58,-6.29
10.31,1,-0.66,-0.15,-0.35,18.37,9.56,-6.39
10.38,1,-0.81,-0.24,-0.41,18.57,9.69,-6.41
10.45,1,-0.65,-0.34,-0.53,18.70,9.51,-6.45
10.53,1,-0.78,-0.46,-0.59,18.62,9.55,-6.25
10.6,1,-0.55,-0.29,-0.58,18.75,8.89,-6.12
10.68,1,-0.57,-0.29,-0.76,18.60,8.91,-6.05
10.75,1,-0.72,-0.15,-1.52,18.61,8.25,-5.50
10.83,1,-0.73,-0.17,-0.28,18.77,8.70,-5.83
10.9,1,-0.61,-0.25,-0.23,18.76,9.60,-6.69
10.97,1,-0.73,-0.30,-0.37,18.44,10.50,-7.01
11.05,1,-0.75,-0.25,-0.42,18.63,10.66,-6.82
11.13,1,-0.74,-0.37,-0.62,18.30,10.14,-6.60
11.2,1,-0.81,-0.27,-0.90,18.73,9.73,-6.40
11.27,1,-0.51,-0.09,-0.39,18.98,9.95,-6.28
11.35,1,-0.67,-0.39,-0.53,18.43,9.66,-6.47
11.42,1,-0.89,-0.36,-0.60,18.63,9.20,-6.13
11.49,1,-0.73,-0.16,-0.32,18.56,9.22,-6.40
11.57,1,-0.80,-0.36,-0.44,18.63,8.90,-6.06
11.64,1,-0.77,-0.23,-0.43,18.81,9.28,-6.25
11.71,1,0.04,0.17,-0.94,18.66,9.76,-6.63
11.79,1,-0.79,-0.05,-0.45,18.84,9.60,-6.11
11.87,1,-0.94,-0.26,-0.38,18.60,9.66,-6.41
11.94,1,-0.72,-0.28,-0.43,18.65,9.69,-6.53
12.01,1,-0.73,-0.23,-0.41,18.60,9.58,-6.69
12.09,1,-0.88,-0.25,-0.38,18.55,9.96,-6.78
12.16,1,-0.75,-0.26,-0.46,18.55,10.11,-6.89
12.24,1,-0.71,-0.48,-0.60,18.63,9.77,-6.49
12.31,1,-0.74,-0.46,-0.65,18.63,9.27,-6.15
12.39,1,-0.62,-0.26,-0.56,18.56,8.80,-6.14
12.46,1,-0.57,-0.39,-0.73,18.11,9.08,-6.05
12.53,1,-0.79,-0.27,-0.32,18.34,9.16,-5.94
12.61,1,-0.49,-0.18,-0.66,18.49,8.84,-6.24
12.68,1,-0.82,-0.28,-0.37,18.66,9.56,-6.57
12.76,1,-0.72,-0.28,-0.47,18.59,9.42,-6.11
12.83,1,-0.77,-0.32,-0.49,18.85,9.84,-6.53
12.91,1,-0.69,-0.31,-0.56,18.60,10.32,-6.89
12.98,1,-0.60,-0.30,-0.62,18.71,10.47,-6.93
13.05,1,-0.05,-0.48,-0.23,18.93,10.13,-6.76
13.13,1,-0.51,-0.39,-0.68,18.78,9.92,-6.47
13.2,1,-0.18,-0.45,-0.33,18.37,8.95,-6.21
13.28,1,-0.34,-0.27,-0.66,18.65,9.37,-6.49
13.35,1,-0.49,-0.25,-0.44,18.80,8.95,-6.18
13.42,1,-0.63,-0.35,-0.55,18.85,9.02,-6.10
13.5,1,-0.67,-0.27,-0.50,18.67,9.18,-5.96
13.57,1,-0.75,-0.29,-0.45,18.57,9.40,-6.17
13.65,1,-0.54,-0.47,-0.60,18.81,9.61,-6.64
13.72,1,-0.70,-0.29,-0.43,18.60,9.20,-6.30
13.8,1,-0.62,-0.25,-0.52,18.56,9.51,-6.60
13.87,1,-0.68,-0.28,-0.52,18.60,9.70,-6.56
13.94,1,-0.71,-0.29,-0.58,18.68,9.79,-6.44
14.02,1,-0.67,-0.28,-0.58,18.72,9.89,-6.49
14.09,1,-0.62,-0.32,-0.59,18.77,9.92,-6.57
14.17,1,-0.52,-0.29,-0.55,18.74,9.97,-6.18
14.24,1,-0.47,-0.27,-0.57,18.53,9.80,-6.52
14.32,1,-0.47,-0.48,-0.77,18.80,8.97,-5.98
14.39,1,-0.42,-0.36,-0.66,18.55,8.54,-5.75
14.46,1,-0.48,-0.30,-0.80,18.70,8.99,-6.12
14.54,1,-0.49,-0.13,-0.47,18.56,9.00,-6.22
14.61,1,-0.61,-0.31,-0.63,18.30,9.45,-6.72
14.69,1,-0.65,-0.33,-0.58,18.62,9.31,-6.25
14.76,1,-0.60,-0.30,-0.59,18.73,9.72,-6.44
14.84,1,-0.56,-0.29,-0.62,18.51,9.95,-6.31
14.91,1,-0.49,-0.39,-0.59,18.71,10.11,-6.60
14.98,1,-0.47,-0.50,-1.03,18.65,10.36,-6.93
15.06,1,-0.44,-0.43,-0.72,18.75,9.82,-6.37
15.14,1,-0.21,-0.36,-0.69,18.68,10.07,-6.11
15.21,1,-0.29,-0.53,-0.32,18.58,9.18,-6.39
15.28,1,-0.31,-0.32,-0.55,18.62,9.05,-6.01
15.36,1,-0.75,0.06,-1.42,18.34,9.65,-7.52
15.43,1,-0.24,0.03,-0.85,18.51,9.74,-6.78
15.5,1,-0.37,-0.33,-0.53,18.36,9.51,-6.59
15.58,1,-0.34,-0.30,-0.74,18.67,9.12,-6.35
15.65,1,-0.48,-0.24,-0.81,18.88,9.12,-5.94
15.73,1,-0.48,-0.34,-0.66,18.70,9.24,-6.00
15.8,1,-0.47,-0.29,-0.69,18.72,9.53,-6.18
15.88,1,-0.58,-0.41,-0.74,18.45,9.53,-6.15
15.95,1,-0.51,-0.43,-0.67,18.86,9.69,-6.17
16.02,1,-0.40,-0.40,-0.77,18.75,9.86,-6.56
16.1,1,-0.36,-0.43,-0.69,18.66,9.85,-6.59
16.17,1,-0.38,-0.41,-0.87,18.63,9.66,-6.63
16.25,1,-0.30,-0.31,-0.57,18.65,8.94,-6.24
16.32,1,-0.43,-0.36,-0.67,18.44,8.53,-6.11
16.4,1,-0.48,-0.31,-0.65,18.76,8.49,-6.21
16.47,1,-0.51,-0.31,-0.56,18.69,8.83,-6.12
16.54,1,-0.60,-0.31,-0.54,18.60,9.53,-6.37
