time(s),boardID,aX,aY,aZ,gX,gY,gZ
1.02,1,-0.45,-0.35,-0.69,-14.72,-7.63,2.24
1.03,1,-0.44,-0.35,-0.70,-14.87,-8.40,2.46
1.03,1,-0.44,-0.35,-0.71,-14.82,-4.68,-2.56
1.03,1,-0.45,-0.34,-0.68,-15.38,-2.08,-1.11
1.03,1,-0.45,-0.33,-0.69,-13.65,0.31,-2.88
1.04,1,-0.45,-0.34,-0.69,-12.90,2.98,-4.60
1.04,1,-0.45,-0.34,-0.66,-15.21,2.44,-5.38
1.04,1,-0.46,-0.34,-0.70,-14.59,2.14,-4.95
1.05,1,-0.44,-0.36,-0.69,-14.05,4.69,-3.72
1.05,1,-0.43,-0.34,-0.70,-12.83,7.92,-4.79
1.05,1,-0.41,-0.33,-0.70,-12.62,8.63,-3.18
1.05,1,-0.42,-0.35,-0.69,-14.59,7.92,-0.43
1.06,1,-0.45,-0.34,-0.72,-12.73,0.00,7.18
1.06,1,-0.43,-0.34,-0.71,-11.15,-9.13,2.21
1.06,1,-0.44,-0.34,-0.69,-13.50,-7.66,1.92
1.06,1,-0.45,-0.34,-0.68,-12.95,-7.08,0.21
1.07,1,-0.45,-0.35,-0.68,-15.14,-2.92,-1.56
1.07,1,-0.46,-0.34,-0.70,-15.95,1.08,-3.85
1.07,1,-0.45,-0.34,-0.68,-14.96,1.79,-3.95
1.07,1,-0.45,-0.34,-0.69,-13.68,3.87,-4.28
1.08,1,-0.44,-0.34,-0.70,-12.95,4.82,-3.96
1.08,1,-0.44,-0.34,-0.70,-12.81,4.66,-2.77
1.08,1,-0.42,-0.35,-0.71,-13.82,3.82,-1.88
1.08,1,-0.42,-0.34,-0.70,-12.20,2.96,-1.09
1.09,1,-0.41,-0.34,-0.70,-11.95,1.03,-0.83
1.09,1,-0.41,-0.35,-0.69,-13.13,-2.89,-0.11
1.09,1,-0.41,-0.36,-0.68,-13.62,-8.16,0.24
1.09,1,-0.42,-0.36,-0.67,-12.66,-9.95,2.13
1.1,1,-0.43,-0.34,-0.70,-12.79,-9.05,3.24
1.1,1,-0.45,-0.34,-0.69,-12.71,-8.24,0.73
1.1,1,-0.46,-0.33,-0.68,-13.54,-7.34,1.34
1.1,1,-0.46,-0.34,-0.69,-15.11,-2.52,-1.80
1.11,1,-0.47,-0.34,-0.69,-16.15,4.13,-4.08
1.11,1,-0.45,-0.33,-0.71,-15.53,8.73,-5.59
1.11,1,-0.43,-0.34,-0.70,-16.92,13.16,-7.09
1.11,1,-0.41,-0.33,-0.66,-12.70,3.95,-1.40
1.12,1,-0.43,-0.35,-0.71,-13.14,2.76,-4.34
1.12,1,-0.43,-0.34,-0.70,-14.71,5.56,-3.61
1.12,1,-0.43,-0.33,-0.68,-13.90,2.60,-3.31
1.12,1,-0.43,-0.34,-0.70,-13.43,0.47,-2.31
1.12,1,-0.43,-0.34,-0.68,-13.04,-1.26,-2.85
1.13,1,-0.42,-0.34,-0.70,-14.72,-0.56,-1.59
1.13,1,-0.43,-0.33,-0.69,-15.46,-2.04,-2.00
1.13,1,-0.43,-0.34,-0.70,-14.48,-2.93,-0.12
1.13,1,-0.43,-0.34,-0.69,-13.25,-4.61,-0.08
1.13,1,-0.43,-0.34,-0.69,-13.11,-4.09,-0.98
1.13,1,-0.44,-0.34,-0.70,-14.43,-2.15,-1.13
1.14,1,-0.44,-0.34,-0.69,-14.15,0.21,-1.73
1.14,1,-0.44,-0.34,-0.71,-13.92,4.47,-2.84
1.14,1,-0.43,-0.34,-0.70,-13.15,6.15,-3.69
1.15,1,-0.42,-0.34,-0.70,-13.98,5.54,-4.02
1.15,1,-0.41,-0.34,-0.71,-14.60,3.79,-3.63
1.15,1,-0.41,-0.35,-0.72,-12.63,0.66,-2.38
1.15,1,-0.40,-0.34,-0.72,-11.15,-2.50,0.05
1.15,1,-0.39,-0.34,-0.70,-12.66,-4.47,1.66
1.16,1,-0.40,-0.35,-0.70,-13.21,-7.44,1.07
1.16,1,-0.42,-0.34,-0.71,-13.92,-8.85,1.04
1.16,1,-0.44,-0.34,-0.69,-14.02,-8.13,0.66
1.17,1,-0.45,-0.34,-0.69,-13.48,-6.57,0.60
1.17,1,-0.45,-0.34,-0.68,-13.60,-1.53,-1.24
1.17,1,-0.45,-0.34,-0.69,-15.45,5.77,-3.46
1.17,1,-0.43,-0.33,-0.67,-14.12,2.83,-1.96
1.17,1,-0.46,-0.35,-0.71,-14.35,4.15,-4.40
1.18,1,-0.45,-0.33,-0.70,-14.79,6.51,-5.00
1.18,1,-0.44,-0.33,-0.69,-13.77,4.10,-4.37
1.18,1,-0.43,-0.34,-0.70,-14.04,3.72,-3.23
1.18,1,-0.42,-0.34,-0.70,-14.90,3.33,-3.39
1.18,1,-0.42,-0.34,-0.69,-14.13,1.56,-2.36
1.18,1,-0.40,-0.34,-0.71,-12.74,-0.87,-1.30
1.19,1,-0.41,-0.34,-0.71,-14.27,0.31,-1.81
1.19,1,-0.42,-0.34,-0.70,-14.67,-1.46,-1.38
1.19,1,-0.42,-0.34,-0.70,-13.34,-5.11,-0.06
1.19,1,-0.42,-0.35,-0.70,-12.71,-6.59,0.67
1.2,1,-0.43,-0.34,-0.70,-13.60,-5.31,0.34
1.2,1,-0.44,-0.34,-0.70,-14.22,-3.04,-0.47
1.2,1,-0.44,-0.34,-0.70,-13.99,0.09,-1.43
1.2,1,-0.44,-0.34,-0.71,-13.22,3.48,-3.02
1.2,1,-0.43,-0.34,-0.70,-13.29,5.60,-3.91
1.2,1,-0.42,-0.35,-0.69,-13.73,4.98,-4.07
1.21,1,-0.41,-0.34,-0.70,-14.66,3.37,-3.79
1.21,1,-0.41,-0.34,-0.70,-14.50,1.51,-2.81
1.21,1,-0.40,-0.34,-0.70,-13.58,-1.46,-1.32
1.21,1,-0.41,-0.35,-0.71,-12.48,-3.79,0.27
1.21,1,-0.41,-0.34,-0.71,-11.93,-5.23,1.63
1.22,1,-0.41,-0.34,-0.70,-12.88,-5.34,1.60
1.22,1,-0.43,-0.35,-0.69,-14.08,-6.24,0.40
1.22,1,-0.44,-0.34,-0.70,-13.44,-5.89,1.32
1.22,1,-0.46,-0.34,-0.69,-12.99,-3.29,-0.24
1.22,1,-0.45,-0.34,-0.68,-13.56,-0.76,-2.24
1.23,1,-0.45,-0.34,-0.69,-15.49,1.24,-2.68
1.23,1,-0.45,-0.34,-0.69,-15.74,2.84,-4.13
1.23,1,-0.44,-0.34,-0.69,-14.97,4.23,-4.37
1.23,1,-0.43,-0.34,-0.70,-13.43,4.29,-3.95
1.23,1,-0.43,-0.34,-0.70,-13.62,3.99,-3.31
1.23,1,-0.44,-0.34,-0.70,-14.18,3.18,-2.76
1.23,1,-0.43,-0.34,-0.71,-14.31,0.95,-1.82
1.24,1,-0.42,-0.34,-0.70,-14.35,1.95,-2.77
1.24,1,-0.40,-0.34,-0.70,-13.22,1.90,-2.67
1.24,1,-0.41,-0.34,-0.70,-13.76,-1.22,-1.53
1.24,1,-0.41,-0.34,-0.70,-14.65,-4.64,-0.38
1.25,1,-0.43,-0.34,-0.70,-14.37,-6.59,0.17
1.25,1,-0.44,-0.34,-0.70,-13.69,-6.40,0.27
1.25,1,-0.43,-0.34,-0.70,-13.09,-2.66,-1.44
1.25,1,-0.44,-0.34,-0.70,-13.83,1.38,-2.12
1.25,1,-0.44,-0.34,-0.69,-14.60,2.42,-2.35
1.25,1,-0.43,-0.34,-0.70,-14.40,3.41,-2.90
1.26,1,-0.43,-0.34,-0.70,-13.47,3.95,-3.04
1.26,1,-0.41,-0.35,-0.70,-12.82,3.19,-2.64
1.26,1,-0.42,-0.34,-0.71,-13.02,2.38,-2.50
1.26,1,-0.42,-0.34,-0.72,-14.11,0.02,-1.49
1.26,1,-0.41,-0.35,-0.71,-14.12,-2.08,-0.73
1.27,1,-0.41,-0.34,-0.70,-13.16,-2.73,-0.61
1.27,1,-0.42,-0.34,-0.71,-13.00,-3.69,-0.50
1.27,1,-0.43,-0.34,-0.70,-13.09,-4.87,0.04
1.27,1,-0.44,-0.34,-0.69,-14.14,-5.34,0.16
1.27,1,-0.45,-0.34,-0.70,-14.00,-4.50,0.23
1.27,1,-0.45,-0.34,-0.69,-13.14,-2.10,-0.62
1.28,1,-0.45,-0.33,-0.69,-12.81,0.51,-1.52
1.28,1,-0.44,-0.34,-0.70,-13.31,2.67,-2.46
1.28,1,-0.44,-0.34,-0.70,-14.34,3.45,-3.21
1.28,1,-0.44,-0.34,-0.69,-14.92,3.33,-3.30
1.28,1,-0.44,-0.34,-0.70,-13.73,3.68,-3.38
1.28,1,-0.43,-0.33,-0.69,-13.34,3.02,-3.13
1.29,1,-0.42,-0.34,-0.72,-14.36,1.91,-2.87
1.29,1,-0.41,-0.34,-0.70,-14.82,2.05,-2.50
1.29,1,-0.41,-0.34,-0.72,-14.42,1.27,-2.40
1.29,1,-0.42,-0.34,-0.70,-13.77,-1.53,-1.91
1.29,1,-0.41,-0.34,-0.71,-13.44,-3.47,-1.35
1.3,1,-0.43,-0.34,-0.70,-14.00,-5.11,-0.84
1.3,1,-0.44,-0.34,-0.71,-14.39,-4.17,-0.44
1.3,1,-0.43,-0.34,-0.70,-13.51,-2.61,-0.75
1.3,1,-0.43,-0.34,-0.69,-13.06,-1.46,-0.97
1.3,1,-0.43,-0.34,-0.69,-14.23,-0.11,-1.74
1.3,1,-0.44,-0.35,-0.70,-14.49,1.60,-2.44
1.31,1,-0.44,-0.34,-0.70,-13.37,2.26,-2.63
1.31,1,-0.43,-0.34,-0.71,-13.67,3.47,-3.26
1.31,1,-0.43,-0.34,-0.70,-14.86,2.98,-2.95
1.31,1,-0.41,-0.34,-0.71,-13.93,1.70,-2.37
1.31,1,-0.42,-0.34,-0.70,-12.82,0.69,-1.93
1.32,1,-0.42,-0.34,-0.70,-13.82,0.43,-1.95
1.32,1,-0.43,-0.34,-0.71,-14.56,2.79,-2.88
1.32,1,-0.46,-0.35,-0.72,-14.67,12.21,-6.14
1.32,1,-0.53,-0.37,-0.68,-11.18,36.11,-11.04
1.32,1,-0.45,-0.36,-0.71,-11.26,38.17,-18.73
1.33,1,-0.30,-0.31,-0.63,-20.22,9.98,-15.02
1.33,1,-0.32,-0.25,-0.66,-10.98,-34.13,9.88
1.33,1,-0.35,-0.39,-0.76,14.85,-143.08,48.50
1.36,1,-0.42,-0.28,-0.61,-16.73,-151.17,47.09
1.43,1,-0.53,-0.28,-0.52,-8.94,-68.37,31.92
1.51,1,-0.80,-0.33,-0.65,-22.92,25.88,-2.15
1.58,1,-0.68,-0.23,-0.39,-16.96,45.40,-22.31
1.65,1,-0.79,-0.47,-0.61,-16.50,60.03,-26.38
1.73,1,-0.65,-0.28,-0.55,-0.91,20.29,-11.63
1.8,1,-0.57,-0.40,-0.58,-24.99,37.25,-21.15
1.88,1,-0.49,-0.26,-0.48,-4.41,30.15,-0.25
1.95,1,-0.52,-0.30,-0.68,-16.69,49.69,-27.05
2.03,1,-0.52,-0.32,-0.67,-21.85,43.04,-3.70
2.1,1,-0.39,-0.35,-0.64,-8.31,32.02,-15.96
2.17,1,-0.48,-0.41,-0.58,-18.76,90.40,-32.84
2.25,1,-0.55,-0.23,-0.53,-17.74,39.06,-18.61
2.32,1,-0.50,-0.33,-0.86,-11.80,2.09,1.78
2.4,1,-0.31,-0.34,-0.75,-16.44,-36.27,13.50
2.47,1,-0.32,-0.30,-0.63,-25.56,-61.23,25.07
2.55,1,-0.43,-0.27,-0.66,-9.41,-35.56,12.11
2.62,1,-0.58,-0.57,-0.72,-36.25,-33.40,7.53
2.69,1,-0.74,-0.29,-0.62,-9.38,-22.51,-3.58
2.77,1,-0.62,-0.39,-0.67,-13.27,37.93,-18.26
2.84,1,-0.49,-0.29,-0.60,6.90,42.37,-15.51
2.92,1,-0.27,-0.36,-0.48,-18.25,24.64,-20.99
2.99,1,-0.44,-0.28,-0.68,-15.85,-18.72,0.09
3.07,1,-0.39,-0.25,-0.92,-15.21,-96.92,33.55
3.14,1,-0.31,-0.26,-0.75,-9.92,-54.46,18.28
3.21,1,-0.61,-0.28,-0.74,-21.29,-46.36,7.24
3.29,1,-0.53,-0.38,-0.70,-23.55,-33.82,8.82
3.36,1,-0.58,-0.33,-0.65,-19.66,11.52,-5.76
3.44,1,-0.81,-0.46,-1.06,10.30,9.12,1.27
3.51,1,-0.53,-0.25,-0.70,-14.51,60.65,-28.76
3.59,1,-0.39,-0.31,-0.53,-9.02,95.71,-35.26
3.66,1,-0.45,-0.38,-0.85,-31.71,49.63,-25.40
3.73,1,-0.35,-0.28,-0.58,12.37,-45.99,36.83
3.81,1,-0.29,-0.37,-0.76,-29.18,-83.07,34.00
3.88,1,-0.38,-0.26,-0.55,-19.35,-39.05,27.70
3.96,1,-0.69,-0.20,-0.73,-15.15,-26.06,8.85
4.03,1,-0.67,-0.32,-0.56,-23.50,-36.15,8.95
4.11,1,-0.70,-0.34,-0.48,-17.60,-1.76,-0.20
4.18,1,-0.71,-0.33,-0.52,-9.91,9.39,-8.16
4.26,1,-0.74,0.16,-0.16,-22.15,2.05,-29.67
4.33,1,-0.77,-0.14,-0.56,-17.45,16.17,-16.24
4.4,1,-0.68,-0.29,-0.54,-17.61,21.40,-17.63
4.48,1,-0.62,-0.28,-0.64,-10.43,40.87,-18.23
4.55,1,-0.55,-0.28,-0.64,-13.79,78.32,-25.95
4.63,1,-0.56,-0.41,-0.55,-17.51,51.64,-20.15
4.7,1,-0.47,-0.34,-0.61,-7.27,13.65,5.37
4.78,1,-0.50,-0.38,-1.10,30.95,-80.28,43.49
4.85,1,-0.39,-0.35,-0.99,4.79,-91.24,36.08
4.92,1,-0.45,-0.44,-0.75,-41.15,-81.32,34.17
5.0,1,-0.65,-0.19,-0.72,-15.63,-97.44,43.89
5.07,1,-0.63,-0.71,-0.25,-21.18,-91.84,13.26
5.15,1,-0.67,-0.39,-0.52,-23.14,-95.84,26.20
5.22,1,-0.72,-0.27,-0.48,-9.79,18.11,2.74
5.3,1,-0.66,-0.25,-0.57,-15.40,89.09,-27.82
5.37,1,-0.71,-0.33,-0.59,-11.01,148.37,-44.82
5.45,1,-0.63,-0.32,-0.55,-14.67,147.50,-44.74
5.52,1,-0.58,-0.47,-0.58,11.18,71.25,-31.17
5.59,1,-0.64,-0.28,-0.51,-39.09,18.97,-20.31
5.67,1,-0.80,-0.40,-0.25,-12.26,-84.06,30.56
5.74,1,-0.27,-0.19,-0.69,-28.79,-93.63,32.18
5.82,1,-0.87,-0.25,-0.45,-8.92,-52.34,21.22
5.89,1,-0.84,-0.26,-0.51,-9.16,-38.36,18.18
5.96,1,-1.57,-0.78,-0.37,-0.53,-26.24,13.88
6.04,1,-0.61,-0.41,-0.53,-5.63,16.81,-7.07
6.11,1,-0.78,-0.30,-0.44,-10.74,12.56,-12.68
6.18,1,-0.65,-0.23,-0.44,-13.68,9.31,1.45
6.26,1,-0.75,-0.26,-0.58,-12.61,-0.10,-10.14
6.34,1,-0.71,-0.38,-0.64,-20.16,2.51,-6.66
6.41,1,-0.76,-0.28,-0.49,-17.20,38.21,-20.77
6.48,1,-0.68,-0.30,-0.70,-31.63,73.21,-27.18
6.56,1,-0.62,-0.38,-0.49,-10.89,55.88,-18.73
6.63,1,-0.69,-0.63,-0.64,-3.50,37.04,2.22
6.71,1,-0.45,-0.27,-0.51,-8.44,-54.32,19.22
6.78,1,-0.50,-0.29,-0.58,-17.92,-132.32,39.96
6.86,1,-0.61,-0.18,-0.69,-5.09,-178.15,57.34
6.93,1,-0.61,-0.50,-0.53,-7.48,-125.76,33.30
7.0,1,-0.70,-0.23,-0.35,-17.57,-25.69,-4.71
7.08,1,-0.67,-0.12,-0.45,-24.96,56.10,-24.86
7.16,1,-0.78,-0.29,-0.46,-19.11,111.46,-25.95
7.23,1,-0.77,-0.26,-0.51,-11.70,116.02,-21.81
7.3,1,-0.70,-0.12,-0.78,-11.28,86.89,-21.82
7.38,1,-0.76,-0.55,-0.59,32.57,108.73,-41.72
7.45,1,-0.89,-0.67,-0.53,-34.33,12.27,-22.99
7.53,1,-0.91,-0.42,-0.46,-39.75,35.25,-15.45
7.6,1,-0.61,-0.15,-0.78,-12.63,-71.45,16.96
7.68,1,-0.63,-0.33,-0.48,-16.05,-101.59,23.40
